THEME_NAME,THEME_ID,n_stocks,n_up,agreement_rate,holding_rtn_mean,rebal_date,holding_date,ga_weight,agreement_bin,agreement_rate_pct,holding_rtn_pct
렌터카,525,5,4,0.8,0.027411775552178552,20240201,20240202,0.0009,70~100%,80.0,2.741177555217855
백화점,318,7,7,1.0,0.002336406563147978,20240201,20240202,0.0001,70~100%,100.0,0.2336406563147978
생명보험,283,5,4,0.8,0.02102647733186378,20240201,20240202,0.0004,70~100%,80.0,2.102647733186378
셰일가스(Shale Gas),323,11,9,0.8181818181818182,0.006204299185077649,20240201,20240202,0.0259,70~100%,81.81818181818183,0.620429918507765
손해보험,164,7,7,1.0,0.029070371012850846,20240201,20240202,0.5887,70~100%,100.0,2.9070371012850846
수산,90,10,6,0.6,0.008593130824496897,20240201,20240202,0.0004,50~70%,60.0,0.8593130824496897
은행,165,10,9,0.9,0.0329336807843005,20240201,20240202,0.2858,70~100%,90.0,3.29336807843005
자동차 대표주,159,7,7,1.0,0.0599045227680522,20240201,20240202,0.0001,70~100%,100.0,5.99045227680522
자전거,210,4,2,0.5,0.015959916297107357,20240201,20240202,0.0127,50~70%,50.0,1.5959916297107357
조림사업,400,11,8,0.7272727272727273,0.0052015913938311805,20240201,20240202,0.0,70~100%,72.72727272727273,0.5201591393831181
종합상사,325,9,7,0.7777777777777778,0.015490809270905959,20240201,20240202,0.0001,70~100%,77.77777777777779,1.5490809270905959
증권,151,21,20,0.9523809523809523,0.008626634851567328,20240201,20240202,0.0,70~100%,95.23809523809523,0.8626634851567329
통신,126,3,3,1.0,0.01194390008009516,20240201,20240202,0.0006,70~100%,100.0,1.194390008009516
페인트,330,8,8,1.0,0.003981429143217294,20240201,20240202,0.0001,70~100%,100.0,0.3981429143217294
편의점,384,5,4,0.8,0.02657652714763852,20240201,20240202,0.0,70~100%,80.0,2.657652714763852
폐기물처리,197,7,6,0.8571428571428571,0.007276102611111509,20240201,20240202,0.0003,70~100%,85.71428571428571,0.7276102611111509
홈쇼핑,38,5,5,1.0,-0.004806912208815928,20240201,20240202,0.0002,70~100%,100.0,-0.48069122088159283
화학섬유,319,7,5,0.7142857142857143,0.006884056971887621,20240201,20240202,0.0001,70~100%,71.42857142857143,0.6884056971887621
2024 상반기 신규상장,549,10,5,0.5,0.06083593603200897,20240202,20240205,0.0,50~70%,50.0,6.083593603200897
2차전지(LFP/리튬인산철),503,11,8,0.7272727272727273,-0.0036158926851404083,20240202,20240205,0.0008,70~100%,72.72727272727273,-0.36158926851404083
K-뉴딜지수(바이오),458,12,12,1.0,-0.011882082108902403,20240202,20240205,0.0,70~100%,100.0,-1.1882082108902403
K-뉴딜지수(인터넷),459,14,12,0.8571428571428571,-0.012034976255157861,20240202,20240205,0.0464,70~100%,85.71428571428571,-1.203497625515786
LPG(액화석유가스),177,9,7,0.7777777777777778,0.018368530205699014,20240202,20240205,0.0004,70~100%,77.77777777777779,1.8368530205699014
RFID(NFC 등),97,17,11,0.6470588235294118,-0.009417680512059698,20240202,20240205,0.0035,50~70%,64.70588235294117,-0.9417680512059698
광고,59,23,20,0.8695652173913043,-0.005929461523773755,20240202,20240205,0.2011,70~100%,86.95652173913044,-0.5929461523773755
도시가스,176,9,5,0.5555555555555556,0.00891888129665572,20240202,20240205,0.0001,50~70%,55.55555555555556,0.8918881296655721
렌터카,525,5,5,1.0,0.006914025299992832,20240202,20240205,0.1143,70~100%,100.0,0.6914025299992832
로봇(산업용/협동로봇 등),505,43,33,0.7674418604651163,0.008113213118072856,20240202,20240205,0.0006,70~100%,76.74418604651163,0.8113213118072856
생명보험,283,5,4,0.8,0.019409153881737296,20240202,20240205,0.0002,70~100%,80.0,1.9409153881737295
손해보험,164,7,7,1.0,0.00027927806761342467,20240202,20240205,0.2453,70~100%,100.0,0.027927806761342468
수산,90,10,7,0.7,0.01130257896574589,20240202,20240205,0.0009,70~100%,70.0,1.130257896574589
아스콘(아스팔트 콘크리트),402,9,6,0.6666666666666666,0.002926945998556585,20240202,20240205,0.0424,50~70%,66.66666666666666,0.2926945998556585
은행,165,10,7,0.7,-0.023156583920167804,20240202,20240205,0.0292,70~100%,70.0,-2.3156583920167804
자동차 대표주,159,7,7,1.0,0.0028272238439364266,20240202,20240205,0.0463,70~100%,100.0,0.28272238439364267
자전거,210,4,2,0.5,-0.015802144604803448,20240202,20240205,0.0006,50~70%,50.0,-1.5802144604803448
제4이동통신,292,5,3,0.6,0.00039981765063148436,20240202,20240205,0.0007,50~70%,60.0,0.03998176506314843
종합 물류,141,16,13,0.8125,-0.011482900954669487,20240202,20240205,0.0699,70~100%,81.25,-1.1482900954669486
초전도체,537,14,14,1.0,0.04433724269300492,20240202,20240205,0.025,70~100%,100.0,4.433724269300492
케이블TV SO/MSO,70,8,6,0.75,0.03953966886611379,20240202,20240205,0.0568,70~100%,75.0,3.9539668866113793
콜드체인(저온 유통),464,15,13,0.8666666666666667,-0.007029599979096394,20240202,20240205,0.1117,70~100%,86.66666666666667,-0.7029599979096395
편의점,384,5,4,0.8,-0.005602788278802606,20240202,20240205,0.0031,70~100%,80.0,-0.5602788278802606
해운,36,6,6,1.0,-0.021649934789237418,20240202,20240205,0.0009,70~100%,100.0,-2.164993478923742
공작기계,297,16,8,0.5,-0.004099253393519575,20240205,20240206,0.0008,50~70%,50.0,-0.4099253393519575
교육/온라인 교육,52,25,13,0.52,-0.013762141256955279,20240205,20240206,0.0001,50~70%,52.0,-1.3762141256955278
렌터카,525,5,3,0.6,-0.008561874020692084,20240205,20240206,0.0006,50~70%,60.0,-0.8561874020692084
백화점,318,7,5,0.7142857142857143,-0.015600437060423815,20240205,20240206,0.1206,70~100%,71.42857142857143,-1.5600437060423815
생명보험,283,5,3,0.6,-0.02211106811034058,20240205,20240206,0.1285,50~70%,60.0,-2.211106811034058
수산,90,10,8,0.8,-0.010592947870971292,20240205,20240206,0.0005,70~100%,80.0,-1.0592947870971292
"스포츠행사 수혜(올림픽, 월드컵 등)",290,11,9,0.8181818181818182,-0.014578834113023005,20240205,20240206,0.2838,70~100%,81.81818181818183,-1.4578834113023005
시멘트/레미콘,44,17,12,0.7058823529411765,-0.002805349429174862,20240205,20240206,0.0009,70~100%,70.58823529411765,-0.2805349429174862
애플페이,521,8,6,0.75,-0.00735773110825276,20240205,20240206,0.0609,70~100%,75.0,-0.7357731108252761
여행,147,9,7,0.7777777777777778,-0.012289164922041487,20240205,20240206,0.0152,70~100%,77.77777777777779,-1.2289164922041487
자동차 대표주,159,7,3,0.42857142857142855,-0.04266165741079004,20240205,20240206,0.0,30~50%,42.857142857142854,-4.266165741079004
정유,185,3,2,0.6666666666666666,-0.02342407974412534,20240205,20240206,0.0014,50~70%,66.66666666666666,-2.3424079744125343
제지,63,13,11,0.8461538461538461,-0.011596921893339069,20240205,20240206,0.0024,70~100%,84.61538461538461,-1.159692189333907
조선,30,6,4,0.6666666666666666,-0.00564285494067122,20240205,20240206,0.0002,50~70%,66.66666666666666,-0.564285494067122
조선기자재,94,28,15,0.5357142857142857,-0.010238341569783569,20240205,20240206,0.0,50~70%,53.57142857142857,-1.023834156978357
철강 주요종목,62,11,7,0.6363636363636364,-0.014263185445777942,20240205,20240206,0.0005,50~70%,63.63636363636363,-1.4263185445777942
초전도체,537,14,8,0.5714285714285714,-0.016995006902770553,20240205,20240206,0.0201,50~70%,57.14285714285714,-1.6995006902770553
출산장려정책,139,20,14,0.7,-0.011985121647051566,20240205,20240206,0.1802,70~100%,70.0,-1.1985121647051566
케이블TV SO/MSO,70,8,4,0.5,-0.005391770160307008,20240205,20240206,0.183,50~70%,50.0,-0.5391770160307008
코로나19(음압병실/음압구급차),452,8,3,0.375,-0.008556394690409905,20240205,20240206,0.0,30~50%,37.5,-0.8556394690409905
타이어,167,11,5,0.45454545454545453,-0.0011380059287896436,20240205,20240206,0.0002,30~50%,45.45454545454545,-0.11380059287896437
탄소나노튜브(CNT),242,5,4,0.8,-0.014533980326343654,20240205,20240206,0.0001,70~100%,80.0,-1.4533980326343654
2019 상반기 신규상장,414,23,11,0.4782608695652174,-0.000529052445650737,20240206,20240207,0.0,30~50%,47.82608695652174,-0.0529052445650737
2차전지(소재/부품),446,73,22,0.3013698630136986,0.00902403159884834,20240206,20240207,0.0005,30~50%,30.136986301369863,0.9024031598848341
3D 낸드(NAND),370,18,12,0.6666666666666666,-0.009831644076482083,20240206,20240207,0.0007,50~70%,66.66666666666666,-0.9831644076482083
日 수출 규제(국산화 등),422,18,8,0.4444444444444444,-0.0025571758766632833,20240206,20240207,0.0002,30~50%,44.44444444444444,-0.25571758766632835
건강기능식품,487,38,16,0.42105263157894735,0.0019282433197538658,20240206,20240207,0.0001,30~50%,42.10526315789473,0.1928243319753866
공작기계,297,16,5,0.3125,-0.0007007903130958337,20240206,20240207,0.0002,30~50%,31.25,-0.07007903130958337
로봇(산업용/협동로봇 등),505,43,20,0.46511627906976744,0.005699408001175552,20240206,20240207,0.0001,30~50%,46.51162790697674,0.5699408001175552
면세점,380,8,3,0.375,0.0016103860103313383,20240206,20240207,0.0006,30~50%,37.5,0.16103860103313383
미디어(방송/신문),232,12,7,0.5833333333333334,0.005046893124585117,20240206,20240207,0.4086,50~70%,58.333333333333336,0.5046893124585117
바이오인식(생체인식),106,18,5,0.2777777777777778,0.013455585858501675,20240206,20240207,0.0001,0~30%,27.77777777777778,1.3455585858501675
비만치료제,540,23,11,0.4782608695652174,0.0007869597964350654,20240206,20240207,0.0,30~50%,47.82608695652174,0.07869597964350654
생명보험,283,5,1,0.2,0.0251672658553177,20240206,20240207,0.1008,0~30%,20.0,2.51672658553177
소모성자재구매대행(MRO),312,4,1,0.25,-0.009116677779797577,20240206,20240207,0.1085,0~30%,25.0,-0.9116677779797577
애플페이,521,8,2,0.25,-0.0038163481776791186,20240206,20240207,0.0003,0~30%,25.0,-0.38163481776791186
유전자 치료제/분석,376,36,15,0.4166666666666667,-0.007883697306886046,20240206,20240207,0.0001,30~50%,41.66666666666667,-0.7883697306886046
전자파,18,12,6,0.5,0.0006551772685093235,20240206,20240207,0.0001,50~70%,50.0,0.06551772685093235
제4이동통신,292,5,2,0.4,-0.0031244358216418354,20240206,20240207,0.0168,30~50%,40.0,-0.31244358216418355
조선,30,6,1,0.16666666666666666,0.007612289692105793,20240206,20240207,0.0002,0~30%,16.666666666666664,0.7612289692105794
초전도체,537,14,2,0.14285714285714285,0.10878168245310994,20240206,20240207,0.0009,0~30%,14.285714285714285,10.878168245310995
출산장려정책,139,20,3,0.15,0.004967713278230779,20240206,20240207,0.0001,0~30%,15.0,0.4967713278230779
카지노,47,6,4,0.6666666666666666,0.009423545003699296,20240206,20240207,0.0003,50~70%,66.66666666666666,0.9423545003699296
케이블TV SO/MSO,70,8,2,0.25,0.06801293790225252,20240206,20240207,0.1692,0~30%,25.0,6.801293790225252
타이어,167,11,7,0.6363636363636364,0.022126734848295516,20240206,20240207,0.0006,50~70%,63.63636363636363,2.2126734848295517
탄소나노튜브(CNT),242,5,1,0.2,0.012737471106494924,20240206,20240207,0.0007,0~30%,20.0,1.2737471106494924
페인트,330,8,2,0.25,0.008869951454288733,20240206,20240207,0.0006,0~30%,25.0,0.8869951454288733
항공/저가 항공사(LCC),166,9,8,0.8888888888888888,-0.017050368967673757,20240206,20240207,0.1897,70~100%,88.88888888888889,-1.7050368967673757
2024 상반기 신규상장,549,12,6,0.5,-0.03819836868504103,20240207,20240208,0.0001,50~70%,50.0,-3.819836868504103
HBM(고대역폭메모리),536,20,4,0.2,0.06665469208411771,20240207,20240208,0.0003,0~30%,20.0,6.665469208411771
갤럭시 부품주,393,40,23,0.575,0.008653457905685674,20240207,20240208,0.0,50~70%,57.49999999999999,0.8653457905685674
로봇(산업용/협동로봇 등),505,43,23,0.5348837209302325,0.01165882750886514,20240207,20240208,0.0,50~70%,53.48837209302325,1.165882750886514
리튬,523,27,23,0.8518518518518519,0.03728292978562348,20240207,20240208,0.0,70~100%,85.18518518518519,3.728292978562348
맥신(MXene),539,13,7,0.5384615384615384,0.003640968063602803,20240207,20240208,0.0034,50~70%,53.84615384615385,0.3640968063602803
미디어(방송/신문),232,12,5,0.4166666666666667,-0.006737444495537305,20240207,20240208,0.0001,30~50%,41.66666666666667,-0.6737444495537305
바이오시밀러(복제 바이오의약품),241,21,9,0.42857142857142855,0.001981288048790254,20240207,20240208,0.0012,30~50%,42.857142857142854,0.19812880487902537
바이오인식(생체인식),106,18,12,0.6666666666666666,0.005455067466586793,20240207,20240208,0.0001,50~70%,66.66666666666666,0.5455067466586793
반도체 재료/부품,14,54,8,0.14814814814814814,0.012913374383359176,20240207,20240208,0.0,0~30%,14.814814814814813,1.2913374383359175
보톡스(보툴리눔톡신),397,12,6,0.5,-0.002468503206024227,20240207,20240208,0.0002,50~70%,50.0,-0.2468503206024227
영화,48,13,6,0.46153846153846156,0.011512233883707786,20240207,20240208,0.0002,30~50%,46.15384615384615,1.1512233883707785
전력저장장치(ESS),329,32,21,0.65625,0.0022465309018943128,20240207,20240208,0.0,50~70%,65.625,0.22465309018943128
제4이동통신,292,5,2,0.4,0.03579027362079579,20240207,20240208,0.0,30~50%,40.0,3.5790273620795787
초전도체,537,14,14,1.0,0.02747765575188946,20240207,20240208,0.2017,70~100%,100.0,2.747765575188946
치아 치료(임플란트 등),174,11,7,0.6363636363636364,0.005354759996586583,20240207,20240208,0.0,50~70%,63.63636363636363,0.5354759996586583
카지노,47,6,5,0.8333333333333334,0.012499239602175582,20240207,20240208,0.0003,70~100%,83.33333333333334,1.2499239602175582
케이블TV SO/MSO,70,8,5,0.625,0.012232949805068852,20240207,20240208,0.6353,50~70%,62.5,1.2232949805068851
해운,36,6,4,0.6666666666666666,-0.0030492159368440963,20240207,20240208,0.0522,50~70%,66.66666666666666,-0.30492159368440963
핵융합에너지,187,8,5,0.625,0.0018585818155311962,20240207,20240208,0.1045,50~70%,62.5,0.18585818155311962
화이자(PFIZER),468,7,5,0.7142857142857143,0.010996991802179406,20240207,20240208,0.0002,70~100%,71.42857142857143,1.0996991802179406
2019 상반기 신규상장,414,23,19,0.8260869565217391,0.015408306300815385,20240208,20240213,0.0001,70~100%,82.6086956521739,1.5408306300815384
HBM(고대역폭메모리),536,20,17,0.85,0.043213733666123855,20240208,20240213,0.109,70~100%,85.0,4.321373366612385
리튬,523,27,25,0.9259259259259259,0.030890279898747878,20240208,20240213,0.0,70~100%,92.5925925925926,3.0890279898747877
생명보험,283,5,3,0.6,-0.005397209764353117,20240208,20240213,0.0001,50~70%,60.0,-0.5397209764353117
손해보험,164,7,4,0.5714285714285714,0.0809359349083054,20240208,20240213,0.0,50~70%,57.14285714285714,8.093593490830541
은행,165,10,9,0.9,7.990146946124099e-05,20240208,20240213,0.1776,70~100%,90.0,0.0079901469461241
음성인식,302,13,10,0.7692307692307693,0.018873253658133766,20240208,20240213,0.0,70~100%,76.92307692307693,1.8873253658133766
자동차 대표주,159,7,5,0.7142857142857143,0.010794857212184697,20240208,20240213,0.0002,70~100%,71.42857142857143,1.0794857212184696
전자파,18,12,10,0.8333333333333334,0.023932343386575017,20240208,20240213,0.0003,70~100%,83.33333333333334,2.3932343386575017
제4이동통신,292,5,4,0.8,0.023407889834809858,20240208,20240213,0.0001,70~100%,80.0,2.340788983480986
초전도체,537,14,8,0.5714285714285714,0.061673498602173686,20240208,20240213,0.0597,50~70%,57.14285714285714,6.167349860217368
카메라모듈/부품,41,30,14,0.4666666666666667,0.0229103666422596,20240208,20240213,0.0,30~50%,46.666666666666664,2.29103666422596
케이블TV SO/MSO,70,8,4,0.5,0.040971626935550634,20240208,20240213,0.1435,50~70%,50.0,4.097162693555063
코로나19(카모스타트),453,4,2,0.5,0.0008735636740879182,20240208,20240213,0.0964,50~70%,50.0,0.08735636740879182
터치패널(스마트폰/태블릿PC 등),209,9,8,0.8888888888888888,0.03336677903386377,20240208,20240213,0.0,70~100%,88.88888888888889,3.336677903386377
페인트,330,8,7,0.875,-0.005357056749406591,20240208,20240213,0.3181,70~100%,87.5,-0.5357056749406591
해운,36,6,2,0.3333333333333333,-0.0110079421518266,20240208,20240213,0.0943,30~50%,33.33333333333333,-1.10079421518266
핵융합에너지,187,8,3,0.375,0.015506597911569553,20240208,20240213,0.0002,30~50%,37.5,1.5506597911569553
화이자(PFIZER),468,7,4,0.5714285714285714,0.004734813340100651,20240208,20240213,0.0003,50~70%,57.14285714285714,0.4734813340100651
HBM(고대역폭메모리),536,20,20,1.0,0.02428214556446321,20240213,20240214,0.0234,70~100%,100.0,2.428214556446321
K-뉴딜지수(바이오),458,12,10,0.8333333333333334,-0.011484820127015183,20240213,20240214,0.0001,70~100%,83.33333333333334,-1.1484820127015183
LCD BLU제조,4,4,4,1.0,-0.0020480161405664055,20240213,20240214,0.0001,70~100%,100.0,-0.20480161405664055
LED장비,269,11,9,0.8181818181818182,0.014503115797024478,20240213,20240214,0.0161,70~100%,81.81818181818183,1.4503115797024477
NI(네트워크통합),56,7,7,1.0,0.04563034696768785,20240213,20240214,0.0969,70~100%,100.0,4.563034696768785
가상화폐(비트코인 등),331,21,18,0.8571428571428571,0.006731042019914056,20240213,20240214,0.0004,70~100%,85.71428571428571,0.6731042019914056
공작기계,297,16,15,0.9375,0.010000007946324718,20240213,20240214,0.0,70~100%,93.75,1.0000007946324718
남북경협,121,27,25,0.9259259259259259,0.005378103766476479,20240213,20240214,0.0047,70~100%,92.5925925925926,0.5378103766476479
드론(Drone),349,26,25,0.9615384615384616,0.012909941922584349,20240213,20240214,0.0002,70~100%,96.15384615384616,1.290994192258435
로봇(산업용/협동로봇 등),505,43,37,0.8604651162790697,0.02356940933601053,20240213,20240214,0.0002,70~100%,86.04651162790698,2.356940933601053
리튬,523,27,19,0.7037037037037037,0.023171837847171767,20240213,20240214,0.0003,70~100%,70.37037037037037,2.3171837847171766
모바일솔루션(스마트폰),288,23,20,0.8695652173913043,0.0071538920571301,20240213,20240214,0.0011,70~100%,86.95652173913044,0.71538920571301
손해보험,164,7,3,0.42857142857142855,-0.01179956470290108,20240213,20240214,0.2123,30~50%,42.857142857142854,-1.179956470290108
온디바이스 AI,545,18,17,0.9444444444444444,0.021365177174384464,20240213,20240214,0.1117,70~100%,94.44444444444444,2.1365177174384464
우크라이나 재건,517,30,27,0.9,-0.006054164994026326,20240213,20240214,0.4722,70~100%,90.0,-0.6054164994026326
의료AI,543,24,23,0.9583333333333334,0.003030272653266039,20240213,20240214,0.0004,70~100%,95.83333333333334,0.3030272653266039
케이블TV SO/MSO,70,8,5,0.625,0.04106496293585893,20240213,20240214,0.0588,50~70%,62.5,4.106496293585893
코로나19(음압병실/음압구급차),452,8,6,0.75,-0.0006127567158943498,20240213,20240214,0.0008,70~100%,75.0,-0.06127567158943498
터치패널(스마트폰/태블릿PC 등),209,9,9,1.0,0.008417134529223595,20240213,20240214,0.0,70~100%,100.0,0.8417134529223596
통신장비,92,41,36,0.8780487804878049,0.0098866339995606,20240213,20240214,0.0004,70~100%,87.8048780487805,0.98866339995606
2020 상반기 신규상장,432,14,11,0.7857142857142857,0.01651820002953044,20240214,20240215,0.0,70~100%,78.57142857142857,1.651820002953044
4차산업 수혜주,375,44,25,0.5681818181818182,0.014391066564750006,20240214,20240215,0.0001,50~70%,56.81818181818182,1.4391066564750006
CXL(컴퓨트익스프레스링크),547,13,10,0.7692307692307693,-0.0038949176820374755,20240214,20240215,0.0002,70~100%,76.92307692307693,-0.38949176820374753
LCD 부품/소재,3,46,30,0.6521739130434783,0.006787296504549649,20240214,20240215,0.0002,50~70%,65.21739130434783,0.6787296504549649
LED장비,269,11,9,0.8181818181818182,-0.006586982485493931,20240214,20240215,0.064,70~100%,81.81818181818183,-0.6586982485493932
NI(네트워크통합),56,7,5,0.7142857142857143,0.03497734763908426,20240214,20240215,0.3756,70~100%,71.42857142857143,3.4977347639084257
日 수출 규제(국산화 등),422,18,12,0.6666666666666666,0.005204531644824434,20240214,20240215,0.0012,50~70%,66.66666666666666,0.5204531644824434
공작기계,297,16,9,0.5625,-0.0026686099184534268,20240214,20240215,0.0003,50~70%,56.25,-0.2668609918453427
로봇(산업용/협동로봇 등),505,43,31,0.7209302325581395,0.0002768310743890692,20240214,20240215,0.0004,70~100%,72.09302325581395,0.02768310743890692
리튬,523,27,19,0.7037037037037037,0.046122733863548024,20240214,20240215,0.0001,70~100%,70.37037037037037,4.612273386354802
손해보험,164,7,3,0.42857142857142855,-0.007045080818712024,20240214,20240215,0.2664,30~50%,42.857142857142854,-0.7045080818712024
우주항공산업(누리호/인공위성 등),200,24,18,0.75,0.016360836144203795,20240214,20240215,0.0912,70~100%,75.0,1.6360836144203794
우크라이나 재건,517,30,8,0.26666666666666666,-0.004131122262204619,20240214,20240215,0.0003,0~30%,26.666666666666668,-0.4131122262204619
자율주행차,362,50,33,0.66,-0.008386076615108753,20240214,20240215,0.0001,50~70%,66.0,-0.8386076615108753
전력저장장치(ESS),329,32,22,0.6875,0.021306973594239827,20240214,20240215,0.0007,50~70%,68.75,2.1306973594239826
전자파,18,12,9,0.75,-0.008444659490215537,20240214,20240215,0.0003,70~100%,75.0,-0.8444659490215537
케이블TV SO/MSO,70,8,5,0.625,-0.0143083906794758,20240214,20240215,0.1986,50~70%,62.5,-1.43083906794758
핵융합에너지,187,8,5,0.625,0.04168691040973453,20240214,20240215,0.0004,50~70%,62.5,4.168691040973453
2020 상반기 신규상장,432,14,6,0.42857142857142855,-0.0036592297717940037,20240215,20240216,0.0,30~50%,42.857142857142854,-0.36592297717940037
2023 하반기 신규상장,535,81,44,0.5432098765432098,-0.0022884758815287956,20240215,20240216,0.0001,50~70%,54.32098765432099,-0.22884758815287956
4대강 복원,374,10,4,0.4,0.004808934229815631,20240215,20240216,0.0001,30~50%,40.0,0.48089342298156307
K-뉴딜지수(인터넷),459,14,8,0.5714285714285714,-0.0015882372098074019,20240215,20240216,0.0002,50~70%,57.14285714285714,-0.15882372098074019
LCD 부품/소재,3,46,21,0.45652173913043476,0.0015100538594806766,20240215,20240216,0.0,30~50%,45.65217391304348,0.15100538594806767
NFT(대체불가토큰),492,24,20,0.8333333333333334,-0.0018683449275415885,20240215,20240216,0.0023,70~100%,83.33333333333334,-0.18683449275415887
OLED(유기 발광 다이오드),9,76,31,0.40789473684210525,-0.004868255737577137,20240215,20240216,0.0003,30~50%,40.78947368421053,-0.4868255737577137
가상화폐(비트코인 등),331,21,16,0.7619047619047619,-0.011504902660658047,20240215,20240216,0.0024,70~100%,76.19047619047619,-1.1504902660658047
국내 상장 중국기업,228,11,7,0.6363636363636364,0.0025906564031580414,20240215,20240216,0.0243,50~70%,63.63636363636363,0.25906564031580415
리튬,523,27,24,0.8888888888888888,0.004031400148798716,20240215,20240216,0.0018,70~100%,88.88888888888889,0.40314001487987156
미용기기,513,16,11,0.6875,0.01058941495901674,20240215,20240216,0.0556,50~70%,68.75,1.0589414959016739
야놀자(Yanolja),483,5,4,0.8,0.006958972428187193,20240215,20240216,0.6677,70~100%,80.0,0.6958972428187193
우주항공산업(누리호/인공위성 등),200,24,11,0.4583333333333333,-0.007342521625452843,20240215,20240216,0.0008,30~50%,45.83333333333333,-0.7342521625452842
원자력발전소 해체,401,12,8,0.6666666666666666,-0.0004292550235162433,20240215,20240216,0.0035,50~70%,66.66666666666666,-0.04292550235162433
의료AI,543,24,18,0.75,0.039518291778985803,20240215,20240216,0.0001,70~100%,75.0,3.9518291778985803
전자결제(전자화폐),272,14,11,0.7857142857142857,0.0038444637920555047,20240215,20240216,0.0018,70~100%,78.57142857142857,0.38444637920555047
제4이동통신,292,5,3,0.6,0.010376382265902585,20240215,20240216,0.0007,50~70%,60.0,1.0376382265902584
초전도체,537,14,12,0.8571428571428571,-0.047680900670032736,20240215,20240216,0.2366,70~100%,85.71428571428571,-4.768090067003274
캐릭터상품,45,8,4,0.5,-0.004610572311379485,20240215,20240216,0.0002,50~70%,50.0,-0.4610572311379485
쿠팡(coupang),474,22,12,0.5454545454545454,-0.0005883517823634186,20240215,20240216,0.0004,50~70%,54.54545454545454,-0.05883517823634186
태풍 및 장마,82,11,6,0.5454545454545454,0.003778525158577956,20240215,20240216,0.001,50~70%,54.54545454545454,0.3778525158577956
2차전지(LFP/리튬인산철),503,12,7,0.5833333333333334,-0.010274386347647,20240216,20240219,0.0,50~70%,58.333333333333336,-1.0274386347647
4대강 복원,374,10,8,0.8,-0.0018190368089896158,20240216,20240219,0.0012,70~100%,80.0,-0.18190368089896158
K-뉴딜지수(2차전지),457,14,13,0.9285714285714286,-0.008272299821312128,20240216,20240219,0.001,70~100%,92.85714285714286,-0.8272299821312128
NFT(대체불가토큰),492,24,13,0.5416666666666666,-0.002019305428516601,20240216,20240219,0.0,50~70%,54.166666666666664,-0.2019305428516601
NI(네트워크통합),56,7,3,0.42857142857142855,0.04792132940585155,20240216,20240219,0.0001,30~50%,42.857142857142854,4.792132940585155
니켈,511,17,12,0.7058823529411765,0.0010106240808795768,20240216,20240219,0.0021,70~100%,70.58823529411765,0.10106240808795768
미용기기,513,16,11,0.6875,-0.01457913099902041,20240216,20240219,0.0,50~70%,68.75,-1.457913099902041
백신여권,485,6,3,0.5,0.07751614343106983,20240216,20240219,0.2793,50~70%,50.0,7.751614343106983
비철금속,171,27,17,0.6296296296296297,0.0004559352700725527,20240216,20240219,0.0001,50~70%,62.96296296296296,0.04559352700725527
야놀자(Yanolja),483,5,4,0.8,0.006467209754876779,20240216,20240219,0.0006,70~100%,80.0,0.6467209754876779
원격진료/비대면진료(U-Healthcare),149,19,18,0.9473684210526315,0.04367993243494103,20240216,20240219,0.6694,70~100%,94.73684210526315,4.367993243494103
전자결제(전자화폐),272,14,10,0.7142857142857143,0.006142327686774561,20240216,20240219,0.0001,70~100%,71.42857142857143,0.6142327686774561
초전도체,537,15,3,0.2,-0.02152795007438145,20240216,20240219,0.0,0~30%,20.0,-2.152795007438145
코로나19(혈장치료/혈장치료제),437,6,6,1.0,0.007107191421896734,20240216,20240219,0.0,70~100%,100.0,0.7107191421896735
탄소나노튜브(CNT),242,5,2,0.4,0.0031985424825072386,20240216,20240219,0.045,30~50%,40.0,0.31985424825072384
테마파크,181,6,5,0.8333333333333334,-0.00038683130251062253,20240216,20240219,0.0007,70~100%,83.33333333333334,-0.03868313025106225
토스(toss),497,7,4,0.5714285714285714,0.017538864448594364,20240216,20240219,0.0004,50~70%,57.14285714285714,1.7538864448594365
K-뉴딜지수(인터넷),459,14,7,0.5,0.0022958013869551447,20240219,20240220,0.0,50~70%,50.0,0.22958013869551447
RFID(NFC 등),97,17,9,0.5294117647058824,-0.013490228615888458,20240219,20240220,0.0,50~70%,52.94117647058824,-1.3490228615888458
교육/온라인 교육,52,25,17,0.68,0.03118867614556361,20240219,20240220,0.0,50~70%,68.0,3.1188676145563607
도시가스,176,9,8,0.8888888888888888,-0.0012048698809669818,20240219,20240220,0.1738,70~100%,88.88888888888889,-0.12048698809669818
마이코플라스마 폐렴,546,13,10,0.7692307692307693,-0.00046928389703817863,20240219,20240220,0.0,70~100%,76.92307692307693,-0.046928389703817866
모바일솔루션(스마트폰),288,23,14,0.6086956521739131,0.017160794450274516,20240219,20240220,0.0,50~70%,60.86956521739131,1.7160794450274515
백신여권,485,6,6,1.0,-0.0070908955081233445,20240219,20240220,0.4003,70~100%,100.0,-0.7090895508123345
셰일가스(Shale Gas),323,11,9,0.8181818181818182,-0.007262110520545332,20240219,20240220,0.1573,70~100%,81.81818181818183,-0.7262110520545332
수산,90,10,8,0.8,-0.0021706337039135936,20240219,20240220,0.0001,70~100%,80.0,-0.21706337039135937
슈퍼박테리아,294,9,8,0.8888888888888888,0.0013003262057181214,20240219,20240220,0.0002,70~100%,88.88888888888889,0.13003262057181214
