Strategy,Date,Country,Weight(%)
PER (ZS),2017-04-28,Czech Republic,0.1306
PER (ZS),2017-04-28,Colombia,0.1722
PER (ZS),2017-04-28,Peru,0.2659
PER (ZS),2017-05-31,USA,0.2909
PER (ZS),2017-05-31,Japan,0.1472
PER (ZS),2017-05-31,UK,0.302
PER (ZS),2017-05-31,France,0.2041
PER (ZS),2017-05-31,Canada,0.2508
PER (ZS),2017-05-31,Switzerland,0.3639
PER (ZS),2017-05-31,Germany,0.2095
PER (ZS),2017-05-31,Australia,0.1795
PER (ZS),2017-05-31,Netherlands,0.2583
PER (ZS),2017-05-31,Sweden,0.1954
PER (ZS),2017-05-31,Denmark,0.2752
PER (ZS),2017-05-31,Spain,0.1771
PER (ZS),2017-05-31,Italy,89.871
PER (ZS),2017-05-31,Hong Kong,0.1455
PER (ZS),2017-05-31,Singapore,0.1405
PER (ZS),2017-05-31,Belgium,0.7297
PER (ZS),2017-05-31,Finland,0.5077
PER (ZS),2017-05-31,Israel,0.2123
PER (ZS),2017-05-31,Norway,0.7209
PER (ZS),2017-05-31,Ireland,0.2067
PER (ZS),2017-05-31,New Zealand,0.182
PER (ZS),2017-05-31,Austria,0.1182
PER (ZS),2017-05-31,Portugal,0.1626
PER (ZS),2017-05-31,China,0.1512
PER (ZS),2017-05-31,India,0.2644
PER (ZS),2017-05-31,Taiwan,0.1417
PER (ZS),2017-05-31,Korea,0.1162
PER (ZS),2017-05-31,Brazil,0.1442
PER (ZS),2017-05-31,Saudi Arabia,0.1362
PER (ZS),2017-05-31,South Africa,0.2568
PER (ZS),2017-05-31,Mexico,0.2694
PER (ZS),2017-05-31,Indonesia,0.2118
PER (ZS),2017-05-31,Malaysia,0.1749
PER (ZS),2017-05-31,UAE,0.1105
PER (ZS),2017-05-31,Thailand,0.1411
PER (ZS),2017-05-31,Kuwait,0.1303
PER (ZS),2017-05-31,Qatar,0.1275
PER (ZS),2017-05-31,Poland,0.1245
PER (ZS),2017-05-31,Chile,0.2435
PER (ZS),2017-05-31,Turkey,0.0934
PER (ZS),2017-05-31,Greece,0.2438
PER (ZS),2017-05-31,Philippines,0.2608
PER (ZS),2017-05-31,Hungary,0.1064
PER (ZS),2017-05-31,Egypt,0.1647
PER (ZS),2017-05-31,Czech Republic,0.1303
PER (ZS),2017-05-31,Colombia,0.1661
PER (ZS),2017-05-31,Peru,0.2394
PER (ZS),2017-06-30,USA,0.571
PER (ZS),2017-06-30,Japan,0.2291
PER (ZS),2017-06-30,UK,0.5601
PER (ZS),2017-06-30,France,0.3176
PER (ZS),2017-06-30,Canada,0.4306
PER (ZS),2017-06-30,Switzerland,0.7097
PER (ZS),2017-06-30,Germany,0.3426
PER (ZS),2017-06-30,Australia,0.2863
PER (ZS),2017-06-30,Netherlands,0.3791
PER (ZS),2017-06-30,Sweden,0.2289
PER (ZS),2017-06-30,Denmark,0.5013
PER (ZS),2017-06-30,Spain,0.2505
PER (ZS),2017-06-30,Italy,83.1545
PER (ZS),2017-06-30,Hong Kong,0.2116
PER (ZS),2017-06-30,Singapore,0.2076
PER (ZS),2017-06-30,Belgium,1.0017
PER (ZS),2017-06-30,Finland,1.1547
PER (ZS),2017-06-30,Israel,0.4456
PER (ZS),2017-06-30,Norway,1.6526
PER (ZS),2017-06-30,Ireland,0.3306
PER (ZS),2017-06-30,New Zealand,0.3071
PER (ZS),2017-06-30,Austria,0.1553
PER (ZS),2017-06-30,Portugal,0.1876
PER (ZS),2017-06-30,China,0.2096
PER (ZS),2017-06-30,India,0.4333
PER (ZS),2017-06-30,Taiwan,0.2137
PER (ZS),2017-06-30,Korea,0.1572
PER (ZS),2017-06-30,Brazil,0.206
PER (ZS),2017-06-30,Saudi Arabia,0.2216
PER (ZS),2017-06-30,South Africa,0.4135
PER (ZS),2017-06-30,Mexico,0.3748
PER (ZS),2017-06-30,Indonesia,0.3665
PER (ZS),2017-06-30,Malaysia,0.264
PER (ZS),2017-06-30,UAE,0.1342
PER (ZS),2017-06-30,Thailand,0.2041
PER (ZS),2017-06-30,Kuwait,0.1815
PER (ZS),2017-06-30,Qatar,0.1629
PER (ZS),2017-06-30,Poland,0.1681
PER (ZS),2017-06-30,Chile,0.4354
PER (ZS),2017-06-30,Turkey,0.1204
PER (ZS),2017-06-30,Greece,0.4215
PER (ZS),2017-06-30,Philippines,0.474
PER (ZS),2017-06-30,Hungary,0.1425
PER (ZS),2017-06-30,Egypt,0.2337
PER (ZS),2017-06-30,Czech Republic,0.1584
PER (ZS),2017-06-30,Colombia,0.207
PER (ZS),2017-06-30,Peru,0.4807
PER (ZS),2017-07-31,USA,2.7164
PER (ZS),2017-07-31,Japan,0.6344
PER (ZS),2017-07-31,UK,2.4164
PER (ZS),2017-07-31,France,1.0328
PER (ZS),2017-07-31,Canada,1.6209
PER (ZS),2017-07-31,Switzerland,3.7498
PER (ZS),2017-07-31,Germany,1.128
PER (ZS),2017-07-31,Australia,0.9198
PER (ZS),2017-07-31,Netherlands,1.5158
PER (ZS),2017-07-31,Sweden,0.5706
PER (ZS),2017-07-31,Denmark,2.1512
PER (ZS),2017-07-31,Spain,0.7553
PER (ZS),2017-07-31,Italy,18.8255
PER (ZS),2017-07-31,Hong Kong,0.6211
PER (ZS),2017-07-31,Singapore,0.6043
PER (ZS),2017-07-31,Belgium,8.1091
PER (ZS),2017-07-31,Finland,6.9882
PER (ZS),2017-07-31,Israel,1.6999
PER (ZS),2017-07-31,Norway,18.2845
PER (ZS),2017-07-31,Ireland,1.01
PER (ZS),2017-07-31,New Zealand,1.0055
PER (ZS),2017-07-31,Austria,0.3912
PER (ZS),2017-07-31,Portugal,0.4901
PER (ZS),2017-07-31,China,0.6777
PER (ZS),2017-07-31,India,2.1584
PER (ZS),2017-07-31,Taiwan,0.5756
PER (ZS),2017-07-31,Korea,0.3623
PER (ZS),2017-07-31,Brazil,0.6085
PER (ZS),2017-07-31,Saudi Arabia,0.5089
PER (ZS),2017-07-31,South Africa,1.6907
PER (ZS),2017-07-31,Mexico,1.4772
PER (ZS),2017-07-31,Indonesia,1.2952
PER (ZS),2017-07-31,Malaysia,0.7824
PER (ZS),2017-07-31,UAE,0.3194
PER (ZS),2017-07-31,Thailand,0.5387
PER (ZS),2017-07-31,Kuwait,0.5203
PER (ZS),2017-07-31,Qatar,0.42
PER (ZS),2017-07-31,Poland,0.4275
PER (ZS),2017-07-31,Chile,2.196
PER (ZS),2017-07-31,Turkey,0.2413
PER (ZS),2017-07-31,Greece,1.4849
PER (ZS),2017-07-31,Philippines,2.0921
PER (ZS),2017-07-31,Hungary,0.3073
PER (ZS),2017-07-31,Egypt,0.6924
PER (ZS),2017-07-31,Czech Republic,0.382
PER (ZS),2017-07-31,Colombia,0.5581
PER (ZS),2017-07-31,Peru,2.4422
PER (ZS),2017-08-31,USA,2.3446
PER (ZS),2017-08-31,Japan,0.5027
PER (ZS),2017-08-31,UK,2.3179
PER (ZS),2017-08-31,France,0.8897
PER (ZS),2017-08-31,Canada,1.0986
PER (ZS),2017-08-31,Switzerland,3.0264
PER (ZS),2017-08-31,Germany,0.7219
PER (ZS),2017-08-31,Australia,0.8511
PER (ZS),2017-08-31,Netherlands,1.2277
PER (ZS),2017-08-31,Sweden,0.5321
PER (ZS),2017-08-31,Denmark,1.9641
PER (ZS),2017-08-31,Spain,0.6291
PER (ZS),2017-08-31,Italy,19.3004
PER (ZS),2017-08-31,Hong Kong,0.5371
PER (ZS),2017-08-31,Singapore,0.5039
PER (ZS),2017-08-31,Belgium,3.1923
PER (ZS),2017-08-31,Finland,6.6011
PER (ZS),2017-08-31,Israel,0.5987
PER (ZS),2017-08-31,Norway,27.543
PER (ZS),2017-08-31,Ireland,0.9347
PER (ZS),2017-08-31,New Zealand,1.132
PER (ZS),2017-08-31,Austria,0.4356
PER (ZS),2017-08-31,Portugal,0.522
PER (ZS),2017-08-31,China,0.7324
PER (ZS),2017-08-31,India,1.9786
PER (ZS),2017-08-31,Taiwan,0.5463
PER (ZS),2017-08-31,Korea,0.3076
PER (ZS),2017-08-31,Brazil,0.9614
PER (ZS),2017-08-31,Saudi Arabia,0.543
PER (ZS),2017-08-31,South Africa,1.5331
PER (ZS),2017-08-31,Mexico,1.17
PER (ZS),2017-08-31,Indonesia,0.9445
PER (ZS),2017-08-31,Malaysia,0.7707
PER (ZS),2017-08-31,UAE,0.3127
PER (ZS),2017-08-31,Thailand,0.5969
PER (ZS),2017-08-31,Kuwait,0.5848
PER (ZS),2017-08-31,Qatar,0.3621
PER (ZS),2017-08-31,Poland,0.4763
PER (ZS),2017-08-31,Chile,2.2932
PER (ZS),2017-08-31,Turkey,0.2113
PER (ZS),2017-08-31,Greece,1.4614
PER (ZS),2017-08-31,Philippines,1.8666
PER (ZS),2017-08-31,Hungary,0.3083
PER (ZS),2017-08-31,Egypt,0.6211
PER (ZS),2017-08-31,Czech Republic,0.3078
PER (ZS),2017-08-31,Colombia,0.5819
PER (ZS),2017-08-31,Peru,3.1211
PER (ZS),2017-09-29,USA,3.0255
PER (ZS),2017-09-29,Japan,0.6217
PER (ZS),2017-09-29,UK,1.4131
PER (ZS),2017-09-29,France,1.1175
PER (ZS),2017-09-29,Canada,1.4219
PER (ZS),2017-09-29,Switzerland,3.7022
PER (ZS),2017-09-29,Germany,0.9382
PER (ZS),2017-09-29,Australia,0.6525
PER (ZS),2017-09-29,Netherlands,1.4205
PER (ZS),2017-09-29,Sweden,0.6899
PER (ZS),2017-09-29,Denmark,2.472
PER (ZS),2017-09-29,Spain,0.6877
PER (ZS),2017-09-29,Italy,24.8302
PER (ZS),2017-09-29,Hong Kong,0.4914
PER (ZS),2017-09-29,Singapore,0.5198
PER (ZS),2017-09-29,Belgium,5.4865
PER (ZS),2017-09-29,Finland,6.5097
PER (ZS),2017-09-29,Israel,0.8601
PER (ZS),2017-09-29,Norway,13.3808
PER (ZS),2017-09-29,Ireland,1.1652
PER (ZS),2017-09-29,New Zealand,1.6574
PER (ZS),2017-09-29,Austria,0.5216
PER (ZS),2017-09-29,Portugal,0.5899
PER (ZS),2017-09-29,China,0.7487
PER (ZS),2017-09-29,India,2.2277
PER (ZS),2017-09-29,Taiwan,0.5471
PER (ZS),2017-09-29,Korea,0.3138
PER (ZS),2017-09-29,Brazil,1.1134
PER (ZS),2017-09-29,Saudi Arabia,0.6043
PER (ZS),2017-09-29,South Africa,1.589
PER (ZS),2017-09-29,Mexico,1.2665
PER (ZS),2017-09-29,Indonesia,1.0985
PER (ZS),2017-09-29,Malaysia,0.8946
PER (ZS),2017-09-29,UAE,0.3257
PER (ZS),2017-09-29,Thailand,0.7141
PER (ZS),2017-09-29,Kuwait,0.6866
PER (ZS),2017-09-29,Qatar,0.3622
PER (ZS),2017-09-29,Poland,0.4425
PER (ZS),2017-09-29,Chile,3.4161
PER (ZS),2017-09-29,Turkey,0.1938
PER (ZS),2017-09-29,Greece,0.8704
PER (ZS),2017-09-29,Philippines,2.637
PER (ZS),2017-09-29,Hungary,0.311
PER (ZS),2017-09-29,Egypt,0.554
PER (ZS),2017-09-29,Czech Republic,0.3571
PER (ZS),2017-09-29,Colombia,0.6677
PER (ZS),2017-09-29,Peru,3.8828
PER (ZS),2017-10-31,USA,3.1147
PER (ZS),2017-10-31,Japan,0.7058
PER (ZS),2017-10-31,UK,1.4489
PER (ZS),2017-10-31,France,1.1224
PER (ZS),2017-10-31,Canada,1.455
PER (ZS),2017-10-31,Switzerland,3.643
PER (ZS),2017-10-31,Germany,0.9987
PER (ZS),2017-10-31,Australia,0.694
PER (ZS),2017-10-31,Netherlands,1.5093
PER (ZS),2017-10-31,Sweden,0.6452
PER (ZS),2017-10-31,Denmark,2.6201
PER (ZS),2017-10-31,Spain,0.6561
PER (ZS),2017-10-31,Italy,22.4615
PER (ZS),2017-10-31,Hong Kong,0.4871
PER (ZS),2017-10-31,Singapore,0.5661
PER (ZS),2017-10-31,Belgium,5.837
PER (ZS),2017-10-31,Finland,5.6918
PER (ZS),2017-10-31,Israel,0.7441
PER (ZS),2017-10-31,Norway,14.6089
PER (ZS),2017-10-31,Ireland,1.1605
PER (ZS),2017-10-31,New Zealand,1.4862
PER (ZS),2017-10-31,Austria,0.56
PER (ZS),2017-10-31,Portugal,0.5653
PER (ZS),2017-10-31,China,0.8083
PER (ZS),2017-10-31,India,2.8033
PER (ZS),2017-10-31,Taiwan,0.624
PER (ZS),2017-10-31,Korea,0.3527
PER (ZS),2017-10-31,Brazil,1.0804
PER (ZS),2017-10-31,Saudi Arabia,0.5684
PER (ZS),2017-10-31,South Africa,1.8007
PER (ZS),2017-10-31,Mexico,1.0575
PER (ZS),2017-10-31,Indonesia,1.0705
PER (ZS),2017-10-31,Malaysia,0.8617
PER (ZS),2017-10-31,UAE,0.333
PER (ZS),2017-10-31,Thailand,0.7346
PER (ZS),2017-10-31,Kuwait,0.5997
PER (ZS),2017-10-31,Qatar,0.334
PER (ZS),2017-10-31,Poland,0.4683
PER (ZS),2017-10-31,Chile,3.9171
PER (ZS),2017-10-31,Turkey,0.214
PER (ZS),2017-10-31,Greece,0.8638
PER (ZS),2017-10-31,Philippines,2.7624
PER (ZS),2017-10-31,Hungary,0.3567
PER (ZS),2017-10-31,Egypt,0.5044
PER (ZS),2017-10-31,Czech Republic,0.3702
PER (ZS),2017-10-31,Colombia,0.5442
PER (ZS),2017-10-31,Peru,4.1884
PER (ZS),2017-11-30,USA,3.8037
PER (ZS),2017-11-30,Japan,0.7536
PER (ZS),2017-11-30,UK,1.5565
PER (ZS),2017-11-30,France,1.1753
PER (ZS),2017-11-30,Canada,1.3943
PER (ZS),2017-11-30,Switzerland,4.7254
PER (ZS),2017-11-30,Germany,1.2512
PER (ZS),2017-11-30,Australia,0.7687
PER (ZS),2017-11-30,Netherlands,1.5722
PER (ZS),2017-11-30,Sweden,0.587
PER (ZS),2017-11-30,Denmark,2.4914
PER (ZS),2017-11-30,Spain,0.6504
PER (ZS),2017-11-30,Italy,24.8924
PER (ZS),2017-11-30,Hong Kong,0.5631
PER (ZS),2017-11-30,Singapore,0.6372
PER (ZS),2017-11-30,Belgium,6.1655
PER (ZS),2017-11-30,Finland,5.8348
PER (ZS),2017-11-30,Israel,0.7919
PER (ZS),2017-11-30,Norway,10.7003
PER (ZS),2017-11-30,Ireland,1.1549
PER (ZS),2017-11-30,New Zealand,1.7227
PER (ZS),2017-11-30,Austria,0.5472
PER (ZS),2017-11-30,Portugal,0.5428
PER (ZS),2017-11-30,China,0.9488
PER (ZS),2017-11-30,India,3.2226
PER (ZS),2017-11-30,Taiwan,0.5943
PER (ZS),2017-11-30,Korea,0.3314
PER (ZS),2017-11-30,Brazil,0.8718
PER (ZS),2017-11-30,Saudi Arabia,0.6112
PER (ZS),2017-11-30,South Africa,2.6623
PER (ZS),2017-11-30,Mexico,1.1399
PER (ZS),2017-11-30,Indonesia,1.0691
PER (ZS),2017-11-30,Malaysia,0.8168
PER (ZS),2017-11-30,UAE,0.3122
PER (ZS),2017-11-30,Thailand,0.8229
PER (ZS),2017-11-30,Kuwait,0.5628
PER (ZS),2017-11-30,Qatar,0.3077
PER (ZS),2017-11-30,Poland,0.4129
PER (ZS),2017-11-30,Chile,2.3196
PER (ZS),2017-11-30,Turkey,0.1955
PER (ZS),2017-11-30,Greece,1.1339
PER (ZS),2017-11-30,Philippines,2.6655
PER (ZS),2017-11-30,Hungary,0.3318
PER (ZS),2017-11-30,Egypt,0.4603
PER (ZS),2017-11-30,Czech Republic,0.4209
PER (ZS),2017-11-30,Colombia,0.6052
PER (ZS),2017-11-30,Peru,2.8981
PER (ZS),2017-12-29,USA,4.5061
PER (ZS),2017-12-29,Japan,0.8208
PER (ZS),2017-12-29,UK,2.0311
PER (ZS),2017-12-29,France,1.1893
PER (ZS),2017-12-29,Canada,1.4274
PER (ZS),2017-12-29,Switzerland,5.5787
PER (ZS),2017-12-29,Germany,1.6221
PER (ZS),2017-12-29,Australia,0.845
PER (ZS),2017-12-29,Netherlands,1.8392
PER (ZS),2017-12-29,Sweden,0.7619
PER (ZS),2017-12-29,Denmark,3.4139
PER (ZS),2017-12-29,Spain,0.7098
PER (ZS),2017-12-29,Italy,17.3776
PER (ZS),2017-12-29,Hong Kong,0.6362
PER (ZS),2017-12-29,Singapore,0.6241
PER (ZS),2017-12-29,Belgium,4.1575
PER (ZS),2017-12-29,Finland,5.1292
PER (ZS),2017-12-29,Israel,0.6299
PER (ZS),2017-12-29,Norway,10.6672
PER (ZS),2017-12-29,Ireland,1.1827
PER (ZS),2017-12-29,New Zealand,3.1923
PER (ZS),2017-12-29,Austria,0.5199
PER (ZS),2017-12-29,Portugal,0.471
PER (ZS),2017-12-29,China,0.9113
PER (ZS),2017-12-29,India,3.7834
PER (ZS),2017-12-29,Taiwan,0.5974
PER (ZS),2017-12-29,Korea,0.2831
PER (ZS),2017-12-29,Brazil,0.9752
PER (ZS),2017-12-29,Saudi Arabia,0.6561
PER (ZS),2017-12-29,South Africa,2.5516
PER (ZS),2017-12-29,Mexico,1.4291
PER (ZS),2017-12-29,Indonesia,1.4119
PER (ZS),2017-12-29,Malaysia,0.9125
PER (ZS),2017-12-29,UAE,0.2761
PER (ZS),2017-12-29,Thailand,0.9291
PER (ZS),2017-12-29,Kuwait,0.6288
PER (ZS),2017-12-29,Qatar,0.421
PER (ZS),2017-12-29,Poland,0.4192
PER (ZS),2017-12-29,Chile,3.2326
PER (ZS),2017-12-29,Turkey,0.2054
PER (ZS),2017-12-29,Greece,2.4431
PER (ZS),2017-12-29,Philippines,3.2386
PER (ZS),2017-12-29,Hungary,0.3539
PER (ZS),2017-12-29,Egypt,0.4574
PER (ZS),2017-12-29,Czech Republic,0.4641
PER (ZS),2017-12-29,Colombia,0.7302
PER (ZS),2017-12-29,Peru,3.3561
PER (ZS),2018-01-31,USA,5.2592
PER (ZS),2018-01-31,Japan,0.7765
PER (ZS),2018-01-31,UK,1.7513
PER (ZS),2018-01-31,France,1.2308
PER (ZS),2018-01-31,Canada,1.2447
PER (ZS),2018-01-31,Switzerland,4.9651
PER (ZS),2018-01-31,Germany,1.5879
PER (ZS),2018-01-31,Australia,0.7771
PER (ZS),2018-01-31,Netherlands,1.9041
PER (ZS),2018-01-31,Sweden,0.8036
PER (ZS),2018-01-31,Denmark,3.5383
PER (ZS),2018-01-31,Spain,0.7468
PER (ZS),2018-01-31,Italy,16.0897
PER (ZS),2018-01-31,Hong Kong,0.6704
PER (ZS),2018-01-31,Singapore,0.6001
PER (ZS),2018-01-31,Belgium,4.25
PER (ZS),2018-01-31,Finland,5.3643
PER (ZS),2018-01-31,Israel,0.6402
PER (ZS),2018-01-31,Norway,8.9516
PER (ZS),2018-01-31,Ireland,1.0276
PER (ZS),2018-01-31,New Zealand,2.8308
PER (ZS),2018-01-31,Austria,0.5785
PER (ZS),2018-01-31,Portugal,0.44
PER (ZS),2018-01-31,China,1.1334
PER (ZS),2018-01-31,India,3.9886
PER (ZS),2018-01-31,Taiwan,0.6414
PER (ZS),2018-01-31,Korea,0.2807
PER (ZS),2018-01-31,Brazil,1.2908
PER (ZS),2018-01-31,Saudi Arabia,0.7441
PER (ZS),2018-01-31,South Africa,2.3196
PER (ZS),2018-01-31,Mexico,1.435
PER (ZS),2018-01-31,Indonesia,1.3681
PER (ZS),2018-01-31,Malaysia,0.9425
PER (ZS),2018-01-31,UAE,0.268
PER (ZS),2018-01-31,Thailand,0.9783
PER (ZS),2018-01-31,Kuwait,0.6376
PER (ZS),2018-01-31,Qatar,0.444
PER (ZS),2018-01-31,Poland,0.4306
PER (ZS),2018-01-31,Chile,3.6947
PER (ZS),2018-01-31,Turkey,0.2
PER (ZS),2018-01-31,Greece,3.5325
PER (ZS),2018-01-31,Philippines,3.0867
PER (ZS),2018-01-31,Hungary,0.375
PER (ZS),2018-01-31,Egypt,0.3982
PER (ZS),2018-01-31,Czech Republic,0.4669
PER (ZS),2018-01-31,Colombia,0.793
PER (ZS),2018-01-31,Peru,4.522
PER (ZS),2018-02-28,USA,4.7549
PER (ZS),2018-02-28,Japan,0.6289
PER (ZS),2018-02-28,UK,1.6648
PER (ZS),2018-02-28,France,1.1898
PER (ZS),2018-02-28,Canada,1.2443
PER (ZS),2018-02-28,Switzerland,3.9644
PER (ZS),2018-02-28,Germany,1.3887
PER (ZS),2018-02-28,Australia,0.7987
PER (ZS),2018-02-28,Netherlands,1.9402
PER (ZS),2018-02-28,Sweden,0.8521
PER (ZS),2018-02-28,Denmark,3.2775
PER (ZS),2018-02-28,Spain,0.6831
PER (ZS),2018-02-28,Italy,15.67
PER (ZS),2018-02-28,Hong Kong,0.6842
PER (ZS),2018-02-28,Singapore,0.6133
PER (ZS),2018-02-28,Belgium,4.6407
PER (ZS),2018-02-28,Finland,6.9406
PER (ZS),2018-02-28,Israel,0.6527
PER (ZS),2018-02-28,Norway,9.6319
PER (ZS),2018-02-28,Ireland,0.9841
PER (ZS),2018-02-28,New Zealand,2.6897
PER (ZS),2018-02-28,Austria,0.5574
PER (ZS),2018-02-28,Portugal,0.4585
PER (ZS),2018-02-28,China,1.045
PER (ZS),2018-02-28,India,3.9103
PER (ZS),2018-02-28,Taiwan,0.6624
PER (ZS),2018-02-28,Korea,0.2729
PER (ZS),2018-02-28,Brazil,1.4944
PER (ZS),2018-02-28,Saudi Arabia,0.783
PER (ZS),2018-02-28,South Africa,2.6812
PER (ZS),2018-02-28,Mexico,1.5688
PER (ZS),2018-02-28,Indonesia,1.8275
PER (ZS),2018-02-28,Malaysia,1.0175
PER (ZS),2018-02-28,UAE,0.2794
PER (ZS),2018-02-28,Thailand,1.2525
PER (ZS),2018-02-28,Kuwait,0.7645
PER (ZS),2018-02-28,Qatar,0.3653
PER (ZS),2018-02-28,Poland,0.3924
PER (ZS),2018-02-28,Chile,3.2866
PER (ZS),2018-02-28,Turkey,0.2059
PER (ZS),2018-02-28,Greece,3.1108
PER (ZS),2018-02-28,Philippines,3.1438
PER (ZS),2018-02-28,Hungary,0.3692
PER (ZS),2018-02-28,Egypt,0.3954
PER (ZS),2018-02-28,Czech Republic,0.4926
PER (ZS),2018-02-28,Colombia,0.7368
PER (ZS),2018-02-28,Peru,4.0312
PER (ZS),2018-03-29,USA,4.4909
PER (ZS),2018-03-29,Japan,0.5965
PER (ZS),2018-03-29,UK,0.9541
PER (ZS),2018-03-29,France,0.8584
PER (ZS),2018-03-29,Canada,1.1396
PER (ZS),2018-03-29,Switzerland,3.7284
PER (ZS),2018-03-29,Germany,0.8688
PER (ZS),2018-03-29,Australia,0.7138
PER (ZS),2018-03-29,Netherlands,1.6883
PER (ZS),2018-03-29,Sweden,1.0418
PER (ZS),2018-03-29,Denmark,1.9867
PER (ZS),2018-03-29,Spain,0.6572
PER (ZS),2018-03-29,Italy,11.77
PER (ZS),2018-03-29,Hong Kong,0.4385
PER (ZS),2018-03-29,Singapore,0.6921
PER (ZS),2018-03-29,Belgium,5.155
PER (ZS),2018-03-29,Finland,11.2088
PER (ZS),2018-03-29,Israel,0.4803
PER (ZS),2018-03-29,Norway,1.0506
PER (ZS),2018-03-29,Ireland,0.8928
PER (ZS),2018-03-29,New Zealand,15.8665
PER (ZS),2018-03-29,Austria,0.3567
PER (ZS),2018-03-29,Portugal,1.9314
PER (ZS),2018-03-29,China,0.9652
PER (ZS),2018-03-29,India,3.1959
PER (ZS),2018-03-29,Taiwan,0.7552
PER (ZS),2018-03-29,Korea,0.2452
PER (ZS),2018-03-29,Brazil,1.9661
PER (ZS),2018-03-29,Saudi Arabia,1.0289
PER (ZS),2018-03-29,South Africa,1.8995
PER (ZS),2018-03-29,Mexico,2.1297
PER (ZS),2018-03-29,Indonesia,1.4236
PER (ZS),2018-03-29,Malaysia,1.2097
PER (ZS),2018-03-29,UAE,0.2943
PER (ZS),2018-03-29,Thailand,1.061
PER (ZS),2018-03-29,Kuwait,0.8394
PER (ZS),2018-03-29,Qatar,0.4231
PER (ZS),2018-03-29,Poland,0.3084
PER (ZS),2018-03-29,Chile,2.6621
PER (ZS),2018-03-29,Turkey,0.1941
PER (ZS),2018-03-29,Greece,2.3697
PER (ZS),2018-03-29,Philippines,3.1064
PER (ZS),2018-03-29,Hungary,0.3149
PER (ZS),2018-03-29,Egypt,2.5442
PER (ZS),2018-03-29,Czech Republic,0.5439
PER (ZS),2018-03-29,Colombia,0.6935
PER (ZS),2018-03-29,Peru,1.2588
PER (ZS),2018-04-30,USA,3.4333
PER (ZS),2018-04-30,Japan,0.603
PER (ZS),2018-04-30,UK,1.0087
PER (ZS),2018-04-30,France,0.9335
PER (ZS),2018-04-30,Canada,1.0539
PER (ZS),2018-04-30,Switzerland,3.1697
PER (ZS),2018-04-30,Germany,0.7952
PER (ZS),2018-04-30,Australia,0.7188
PER (ZS),2018-04-30,Netherlands,1.3289
PER (ZS),2018-04-30,Sweden,0.9784
PER (ZS),2018-04-30,Denmark,1.5835
PER (ZS),2018-04-30,Spain,0.6653
PER (ZS),2018-04-30,Italy,0.7604
PER (ZS),2018-04-30,Hong Kong,0.4161
PER (ZS),2018-04-30,Singapore,0.7599
PER (ZS),2018-04-30,Belgium,1.804
PER (ZS),2018-04-30,Finland,10.7999
PER (ZS),2018-04-30,Israel,0.443
PER (ZS),2018-04-30,Norway,1.0195
PER (ZS),2018-04-30,Ireland,0.8792
PER (ZS),2018-04-30,New Zealand,17.6674
PER (ZS),2018-04-30,Austria,0.3399
PER (ZS),2018-04-30,Portugal,1.69
PER (ZS),2018-04-30,China,0.6898
PER (ZS),2018-04-30,India,3.4326
PER (ZS),2018-04-30,Taiwan,0.607
PER (ZS),2018-04-30,Korea,0.2487
PER (ZS),2018-04-30,Brazil,1.5586
PER (ZS),2018-04-30,Saudi Arabia,1.0752
PER (ZS),2018-04-30,South Africa,1.8151
PER (ZS),2018-04-30,Mexico,2.1704
PER (ZS),2018-04-30,Indonesia,1.0646
PER (ZS),2018-04-30,Malaysia,1.1137
PER (ZS),2018-04-30,UAE,0.2881
PER (ZS),2018-04-30,Thailand,0.9253
PER (ZS),2018-04-30,Kuwait,0.6407
PER (ZS),2018-04-30,Qatar,0.472
PER (ZS),2018-04-30,Poland,0.3201
PER (ZS),2018-04-30,Chile,2.4488
PER (ZS),2018-04-30,Turkey,0.1592
PER (ZS),2018-04-30,Greece,21.6761
PER (ZS),2018-04-30,Philippines,1.8362
PER (ZS),2018-04-30,Hungary,0.3102
PER (ZS),2018-04-30,Egypt,1.8514
PER (ZS),2018-04-30,Czech Republic,0.4213
PER (ZS),2018-04-30,Colombia,0.8479
PER (ZS),2018-04-30,Peru,1.1754
PER (ZS),2018-05-31,USA,3.5273
PER (ZS),2018-05-31,Japan,0.5788
PER (ZS),2018-05-31,UK,1.1643
PER (ZS),2018-05-31,France,0.9388
PER (ZS),2018-05-31,Canada,1.2706
PER (ZS),2018-05-31,Switzerland,3.0611
PER (ZS),2018-05-31,Germany,0.8507
PER (ZS),2018-05-31,Australia,0.7526
PER (ZS),2018-05-31,Netherlands,1.3988
PER (ZS),2018-05-31,Sweden,0.9535
PER (ZS),2018-05-31,Denmark,1.9067
PER (ZS),2018-05-31,Spain,0.5834
PER (ZS),2018-05-31,Italy,0.5932
PER (ZS),2018-05-31,Hong Kong,0.4483
PER (ZS),2018-05-31,Singapore,0.6614
PER (ZS),2018-05-31,Belgium,1.7449
PER (ZS),2018-05-31,Finland,9.75
PER (ZS),2018-05-31,Israel,0.5792
PER (ZS),2018-05-31,Norway,1.1105
PER (ZS),2018-05-31,Ireland,1.4172
PER (ZS),2018-05-31,New Zealand,29.0199
PER (ZS),2018-05-31,Austria,0.3249
PER (ZS),2018-05-31,Portugal,2.5246
PER (ZS),2018-05-31,China,0.8099
PER (ZS),2018-05-31,India,3.5613
