BaseDate,SellDate,leader,status,basket_return,basket_gross,n_picked,top_codes,year,win,bm_return,excess_return,beat_bm
2011-09-30,2011-10-07,CP_G,traded,-0.030584937341175233,-0.02858493734117523,10,"A005090,A033640,A011200,A004430,A028670,A083650,A008770,A078340,A036570,A112040",2011,0,-0.005583024891927857,-0.025001912449247377,0
2011-10-07,2011-10-14,CP_G,traded,0.11625204113636016,0.11825204113636016,10,"A021320,A022100,A030530,A112040,A028670,A023160,A039030,A069080,A078340,A067000",2011,1,0.04297720724867471,0.07327483388768545,1
2011-10-14,2011-10-21,CP_V,traded,-0.015411299293881785,-0.013411299293881785,10,"A005490,A009540,A003570,A004800,A005950,A016380,A086450,A088350,A003300,A009410",2011,0,0.0016236242780864885,-0.017034923571968272,0
2011-10-21,2011-10-28,CP_G,traded,0.010615882804547628,0.012615882804547628,10,"A001250,A030530,A097230,A041510,A067000,A004710,A112040,A096530,A036570,A033640",2011,1,0.04955449906983311,-0.03893861626528548,0
2011-10-28,2011-11-04,CP_S,traded,0.032573362192767075,0.034573362192767076,10,"A033560,A084110,A035890,A025770,A060590,A054670,A036190,A027050,A036800,A100120",2011,1,-0.000554553558471671,0.033127915751238746,1
2011-11-04,2011-11-11,CP_LV,traded,-0.010050463614369863,-0.008050463614369863,10,"A000370,A005180,A001720,A003540,A005490,A017940,A011040,A002240,A001130,A002030",2011,0,-0.0336857825877277,0.023635318973357834,1
2011-11-11,2011-11-18,CP_LV,traded,-0.003705970226636078,-0.0017059702266360778,10,"A018670,A026960,A003540,A069620,A000680,A001130,A032830,A000370,A005490,A004690",2011,0,-0.013029595642491065,0.009323625415854988,1
2011-11-18,2011-11-25,CP_V,traded,-0.007895638750558208,-0.0058956387505582075,10,"A004800,A005940,A018670,A024110,A071320,A017670,A005680,A014790,A030200,A009410",2011,0,-0.03412952581871165,0.02623388706815344,1
2011-11-25,2011-12-02,CP_S,traded,0.0856748465581286,0.0876748465581286,10,"A041830,A011370,A053030,A083790,A001210,A016100,A033560,A038500,A101730,A049960",2011,1,0.07860842152668313,0.007066425031445472,1
2011-12-02,2011-12-09,CP_LV,traded,0.00945292737435687,0.01145292737435687,10,"A037710,A036190,A095720,A086450,A069620,A017940,A036800,A086980,A004690,A001720",2011,1,-0.021549654495730763,0.031002581870087635,1
2011-12-09,2011-12-16,CP_S,traded,-0.033563172744567604,-0.0315631727445676,10,"A052790,A084990,A048530,A024950,A043150,A071970,A095700,A084110,A101730,A083790",2011,0,-0.018557140952126905,-0.0150060317924407,0
