종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"0139P0","ACE 고배당주","14495","-680","-4.48","14499.08","14765","15095","14495","494390","7352355259","68851250000","67420728229","4750000","KRX-Akros 고배당주 20 지수","3614.64","-182.45","-4.80"
"225130","ACE 골드선물 레버리지(합성 H)","77320","2990","4.02","75768.12","76520","79800","75910","34399","2700019118","46392000000","45460872256","600000","S&P GSCI GOLD Index Excess Return","308.76","-7.48","-2.37"
"483340","ACE 구글밸류체인액티브","17425","-20","-0.11","17598.48","17435","17725","17175","895708","15733807137","189932500000","188303746286","10900000","KEDI 글로벌 AI 클라우드 지수","5615.13","-48.92","-0.86"
"365780","ACE 국고채10년","85485","-885","-1.02","85304.52","86060","86095","85485","31185","2677244001","406652145000","408608666996","4757000","KIS 10년 국고채 지수 (총수익)","16173.88","-197.91","-1.21"
"114460","ACE 국고채3년","102015","-375","-0.37","102007.93","102235","102255","102015","1196","122166755","12241800000","12240951251","120000","KTB INDEX(시장가격)","10302.95","-41.72","-0.40"
"494340","ACE 글로벌AI맞춤형반도체","12740","-20","-0.16","12996.20","12705","12920","12705","11678","149397392","9555000000","9747148660","750000","Solactive AI Custom Semiconductor Index(PR)","5852.59","-179.86","-2.98"
"446770","ACE 글로벌반도체TOP4 Plus","59030","-2420","-3.94","59184.78","61015","61335","58560","665478","39702597898","1015316000000","1026855954806","17200000","Solactive Global Semiconductor TOP4 Plus Price Return Index","10476.93","-540.07","-4.90"
"435040","ACE 글로벌브랜드TOP10","19535","205","1.06","19652.27","19400","19640","19400","3212","62855255","13674500000","13756586016","700000","Bloomberg Global Select Industry Leaders TOP10 Index(PR)","4745.60","-93.51","-1.93"
"497510","ACE 글로벌빅파마","13225","290","2.24","13298.67","12935","13280","12935","3465","45843002","9257500000","9309068028","700000","Solactive Global Big Pharma Index (Price Return)","2182.36","-60.28","-2.69"
"460960","ACE 글로벌인컴TOP10","11745","155","1.34","11807.95","11590","11825","11510","97307","1141679795","87500250000","87969224089","7450000","Solactive Global Superior Income TOP 10 Price Return Index","796.80","-5.38","-0.67"
"414270","ACE 글로벌자율주행액티브","13135","-325","-2.41","13057.45","13440","13440","12970","385496","5102147975","38091500000","37213738711","2900000","FactSet US-China Electric&Autonomous Vehicle Price Return Index","321.04","-11.33","-3.41"
"440640","ACE 단기채권알파액티브","110955","10","0.01","110962.07","110955","110960","110945","6946","770704592","67793505000","67797821950","611000","KIS 단기채권알파AA-이상 총수익지수","122.26","-0.01","-0.01"
"190620","ACE 단기통안채","100755","-5","0.00","100745.83","100750","100770","100745","36114","3638624680","223978365000","220935600612","2223000","KIS MSB 단기지수(총수익)","13024.50","-1.75","-0.01"
"494330","ACE 라이프자산주주가치액티브","21900","-1500","-6.41","21842.78","22705","23135","21820","78531","1763865201","79935000000","79726163504","3650000","FnGuide 기업가치 지수(시장가격)","3153.84","-164.32","-4.95"
"265690","ACE 러시아MSCI(합성)","8535","0","0.00","48.08","0","0","0","0","0","15789750000","88954708","1850000","MSCI Russia 25% Capped Price Return Index",,,
"152500","ACE 레버리지","37755","-7155","-15.93","37684.16","43260","43700","37755","378719","15690116890","45306000000","48989407081","1200000","코스피 200","859.40","-73.94","-7.92"
"0153P0","ACE 리츠부동산인프라액티브","10335","-170","-1.62","10362.00","10505","10505","10310","59284","615919049","13952250000","13988704826","1350000","FnGuide 맥쿼리인프라 배당 리츠 지수 (시장가격)","897.53","-11.33","-1.25"
"483330","ACE 마이크로소프트밸류체인액티브","11550","-55","-0.47","11560.91","11375","11555","11375","34625","399931093","15015000000","15029180833","1300000","KEDI 글로벌생성형AI 지수","3555.91","33.71","0.96"
"487340","ACE 머니마켓액티브","104060","5","0.00","104061.42","104060","104070","104060","29221","3040793453","696265460000","732800500476","6691000","MK-KAP 머니마켓 총수익지수","119.46","0.01","0.01"
"0085P0","ACE 미국10년국채액티브","10855","165","1.54","10861.66","10845","10885","10825","292359","3172581613","98780500000","97754899037","9100000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","116.32","-0.81","-0.69"
"0085N0","ACE 미국10년국채액티브(H)","10200","-35","-0.34","10203.89","10225","10225","10195","80629","823050915","120360000000","121426316628","11800000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","116.32","-0.81","-0.69"
"452250","ACE 미국30년국채선물레버리지(합성 H)","5570","-105","-1.85","5764.06","5600","5670","5565","94604","529239076","68789500000","71186177518","12350000","S&P Ultra T-Bond Futures Index(ER)","112.92","-1.23","-1.08"
"476760","ACE 미국30년국채액티브","10250","90","0.89","10280.30","10275","10300","10245","917756","9423906896","323900000000","324857617727","31600000","Bloomberg U.S Treasury 20+ Year Total Return Index","609.28","-6.97","-1.13"
"453850","ACE 미국30년국채액티브(H)","7765","-75","-0.96","7798.26","7815","7820","7765","3371934","26273559422","1957556500000","1926170808878","252100000","Bloomberg U.S Treasury 20+ Year Total Return Index","609.28","-6.97","-1.13"
"476750","ACE 미국30년국채엔화노출액티브(H)","8730","-5","-0.06","8753.63","8770","8790","8725","189814","1661712704","96903000000","97165265116","11100000","Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged","114.11","-0.48","-0.42"
"480030","ACE 미국500데일리타겟커버드콜(합성)","10540","120","1.15","10658.32","10420","10620","10420","282468","2980213831","157046000000","158808986217","14900000","Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index","1084.89","-9.71","-0.89"
"0118Z0","ACE 미국AI테크핵심산업액티브","8310","125","1.53","8435.69","8200","8380","8200","470676","3921816688","129220500000","128644241477","15550000","Akros U.S. AI Innovator Price Return Index","16594.32","-335.96","-1.98"
"280320","ACE 미국IT인터넷(합성 H)","18360","50","0.27","18413.07","18440","18440","18330","712","13071920","14688000000","14730454965","800000","다우존스 인터넷 종합지수","1110.21","-5.00","-0.45"
"360200","ACE 미국S&P500","25075","245","0.99","25301.70","25145","25190","25035","1203370","30232494615","3337482500000","3362596214036","133100000","S&P 500","6816.63","-62.25","-0.90"
"438080","ACE 미국S&P500미국채혼합50액티브","13905","190","1.39","13963.42","13760","13965","13760","1080947","15047437704","919120500000","914603935695","66100000","S&P 500 and Short-Term Treasury 50/50 Blend Index","275.45","-1.24","-0.45"
"0155M0","ACE 미국SMR원자력TOP10","9075","85","0.95","9305.96","9055","9245","9055","265761","2429018776","38568750000","36758557962","4250000","Solactive US SMR Nuclear TOP 10 Index (Price Return)","5457.66","-111.60","-2.00"
"309230","ACE 미국WideMoat동일가중","31255","160","0.51","31665.17","31095","31505","31095","60666","1898823192","142522800000","143126589809","4560000","MorningStar Wide Moat Focus Index","16110.66","-251.76","-1.54"
"367380","ACE 미국나스닥100","27625","285","1.04","27914.24","27740","27780","27565","983527","27229397020","2690675000000","2716055589667","97400000","NASDAQ 100","24720.08","-239.96","-0.96"
"438100","ACE 미국나스닥100미국채혼합50액티브","14600","170","1.18","14680.21","14370","14680","14370","774652","11335752286","611740000000","606292738723","41900000","NASDAQ-100 US T-Bills 50/50 Index","1902.64","-9.09","-0.48"
"456880","ACE 미국달러SOFR금리(합성)","12645","230","1.85","12657.01","12615","12665","12605","211753","2675956464","359623800000","359965228757","28440000","Solactive SOFR Daily Total Return Index","1234.23","0.51","0.04"
"440650","ACE 미국달러단기채권액티브","12120","220","1.85","12131.61","12090","12140","12075","158544","1919605507","44844000000","44886966397","3700000","Bloomberg Short-Term Treasury Total Return Index","150.63","0.00","0.00"
"0127M0","ACE 미국대형가치주액티브","11120","95","0.86","11267.55","11225","11225","11110","18723","208478225","128436000000","128450059871","11550000","CRSP US Large Cap Value Index(PR)","3474.96","-52.50","-1.49"
"0127P0","ACE 미국대형성장주액티브","9510","-35","-0.37","9655.90","9550","9630","9490","200704","1914823390","608164500000","617495047087","63950000","CRSP US Large Cap Growth Index(PR)","6263.36","-24.79","-0.39"
"480040","ACE 미국반도체데일리타겟커버드콜(합성)","13930","-100","-0.71","14256.78","13705","14110","13705","224207","3132441105","105868000000","108351522223","7600000","Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index","1735.73","-75.23","-4.15"
"402970","ACE 미국배당다우존스","14870","370","2.55","15060.32","14995","14995","14870","964610","14414767420","774727000000","786148571387","52100000","Dow Jones U.S. Dividend 100 Price Return Index","6666.61","-41.11","-0.61"
"0046Y0","ACE 미국배당퀄리티","12415","175","1.43","12540.60","12250","12505","12250","27830","346082442","51522250000","52043478835","4150000","WisdomTree U.S. Quality Dividend Growth Index (Price Return)","779.44","-8.43","-1.07"
"0049M0","ACE 미국배당퀄리티+커버드콜액티브","11475","130","1.15","11655.84","11025","11570","11025","156837","1803284731","83193750000","84504807053","7250000","Bloomberg WisdomTree U.S. Quality Dividend & B500 Premium Decrement 50:50 Index","1268.93","-12.56","-0.98"
"0049K0","ACE 미국배당퀄리티채권혼합50","11055","75","0.68","11152.15","10980","11150","10980","33977","375444284","20451750000","20631470087","1850000","Bloomberg WisdomTree U.S. Quality Dividend & Short Term KRW Bonds 50:50 TR Index","1983.86","17.36","0.88"
"181480","ACE 미국부동산리츠(합성 H)","84515","290","0.34","85256.42","85000","85005","84515","227","19251680","10141800000","10230769953","120000","Dow Jones U.S. Real Estate Index","1921.43","-6.47","-0.34"
"480020","ACE 미국빅테크7+데일리타겟커버드콜(합성)","11820","0","0.00","11962.53","11805","11840","11590","291549","3433203972","180846000000","183026715366","15300000","Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index","1846.84","-7.95","-0.43"
"465580","ACE 미국빅테크TOP7 Plus","21285","-80","-0.37","21677.67","21450","21565","21235","820813","17579595602","980174250000","979830474196","46050000","Solactive US Big Tech Top 7 Plus Price Return Index","33523.79","39.41","0.12"
"465610","ACE 미국빅테크TOP7 Plus레버리지(합성)","34485","-10","-0.03","35597.82","34440","35180","34215","53905","1866390808","110352000000","113913034288","3200000","Solactive US Big Tech Top 7 Plus Price Return Index","33523.79","39.41","0.12"
"465620","ACE 미국빅테크TOP7 Plus인버스(합성)","7585","-20","-0.26","7492.11","7605","7670","7530","3794","28746335","1896250000","1873026341","250000","Solactive US Big Tech Top 7 Plus Price Return Index","33523.79","39.41","0.12"
"473590","ACE 미국주식베스트셀러","18995","-10","-0.05","19460.85","19055","19175","18950","33254","633131399","59834250000","61301675925","3150000","FnGuide 미국 주식 베스트셀러 지수(시장가격지수)","9442.66","-206.15","-2.14"
"0008E0","ACE 미국중심중소형제조업","13620","15","0.11","13859.43","13880","14465","13530","506790","6897724530","15663000000","17324286864","1150000","NYSE FactSet US Focus Manufacturing Index(Price Return)","355.70","-2.80","-0.78"
"391600","ACE 미국친환경그린테마","11605","75","0.65","11844.51","11530","11605","11490","3834","44228250","8703750000","8291153615","750000","Indxx US Green Infrastructure Price return Index","3353.29","-53.41","-1.57"
"455660","ACE 미국하이일드액티브(H)","9650","-75","-0.77","9673.42","9695","9695","9645","207523","2005766253","51145000000","51269145054","5300000","Markit iBoxx USD Liquid High Yield Total Return Index","395.32","-0.50","-0.13"
"245710","ACE 베트남VN30(합성)","31140","-790","-2.47","31845.72","31750","31750","31140","106140","3330346456","320742000000","328010906608","10300000","VN30 Index(PR)","1959.35","-102.40","-4.97"
"131890","ACE 삼성그룹동일가중","33660","-2035","-5.70","33621.08","35140","35225","33660","6710","232779360","13464000000","13448433791","400000","MKF SAMs EW 지수","33166.61","-2108.76","-5.98"
"108450","ACE 삼성그룹섹터가중","31635","-2610","-7.62","31513.87","33130","33695","31595","57484","1862014714","88578000000","88238833146","2800000","MKF SAMs SW","31055.96","-2597.90","-7.72"
"316300","ACE 싱가포르리츠","14625","40","0.27","14644.96","14785","14785","14530","3135","45810430","7312500000","7322479276","500000","Morningstar Singapore REIT Yield Focus Index(PR)","1284.43","-17.88","-1.37"
"277540","ACE 아시아TOP50","27575","-810","-2.85","27767.87","28385","28385","27575","5470","152997496","22060000000","22214293541","800000","S&P ASIA50 Price Return Index","7839.74","-305.41","-3.75"
"483420","ACE 애플밸류체인액티브","17595","-270","-1.51","17878.53","17865","18015","17570","57917","1035098602","26392500000","26817792555","1500000","Bloomberg Top 30 Supply Chain Plus Apple Price Return Index","3871.01","-207.47","-5.09"
"483320","ACE 엔비디아밸류체인액티브","17625","-170","-0.96","17724.72","17795","17795","17530","587968","10408679175","201806250000","204720541539","11450000","KEDI 글로벌AI반도체 지수","7685.74","-313.89","-3.92"
"448540","ACE 엔비디아채권혼합","24960","-95","-0.38","25111.16","25070","25085","24935","208268","5206725305","244608000000","243578281611","9800000","Bloomberg Blended NVIDIA Equity and Korean Bond Index","9518.23","18.39","0.19"
"0099L0","ACE 우량회사채(AA-이상)액티브","99355","-70","-0.07","99172.43","99450","99450","99355","632","62795575","143667330000","143403337602","1446000","KIS 1~3년 우량크레딧(AA-이상) 총수익지수","117.59","-0.24","-0.20"
"433500","ACE 원자력TOP10","63700","-6085","-8.72","63676.94","68970","69485","63350","565636","37716560457","248430000000","254707752789","3900000","DeepSearch 원자력 TOP 10지수","6422.67","-630.56","-8.94"
"0102X0","ACE 유럽방산TOP10","11310","250","2.26","11234.98","11250","11330","11250","118137","1335411965","11310000000","11234975376","1000000","NYSE FactSet Europe Defense TOP10 Index (Price Return)","722.28","-7.39","-1.01"
"487920","ACE 인도시장대표BIG5그룹액티브","8530","-185","-2.12","8587.00","8140","8605","8140","34512","294758920","9383000000","9445698535","1100000","Indxx India Big 5 Conglomerates Index (Price Return)","4563.70","-86.49","-1.86"
"487910","ACE 인도컨슈머파워액티브","9215","-135","-1.44","9277.24","9475","9475","9205","16274","150365085","11979500000","12060413080","1300000","Indxx India Super Consumption Index (Price Return)","3421.08","-53.02","-1.53"
"145670","ACE 인버스","2095","166","8.61","2088.52","1965","2095","1959","831616","1671294750","4399500000","4594739893","2100000","코스피 200 선물지수","4231.87","-384.98","-8.34"
"497520","ACE 일라이릴리밸류체인","12580","70","0.56","12615.54","12510","12605","12455","4819","60276430","8806000000","8830876569","700000","Solactive Eli Lilly Value Chain Index(PR)","3208.30","-66.03","-2.02"
"238720","ACE 일본Nikkei225(H)","40340","-1955","-4.62","41674.86","40280","42295","40280","21110","863532417","36306000000","37507372155","900000","Nikkei 225","56279.05","-2571.22","-4.37"
"196030","ACE 일본TOPIX레버리지(H)","77200","-7300","-8.64","82783.28","83000","83252","77200","2470","197860481","38600000000","41391640422","500000","TOPIX","3772.17","-166.51","-4.23"
"205720","ACE 일본TOPIX인버스(합성 H)","1634","66","4.21","1598.23","1573","1651","1573","37029","59756666","4902000000","4794691273","3000000","TOPIX","3772.17","-166.51","-4.23"
"469160","ACE 일본반도체","21315","-725","-3.29","22472.15","21630","22325","21280","43270","949360327","14920500000","15730501849","700000","Bloomberg Japan Semiconductor Select Top 25 Index(Price Return)","6051.01","-255.00","-4.04"
"0021C0","ACE 장기자산배분액티브","13495","-105","-0.77","13465.33","13690","13700","13485","7015","95668725","13495000000","13465325422","1000000","Bloomberg Multi Asset Target-date 2080 KRW Index","4106.63","38.65","0.95"
"356540","ACE 종합채권(AA-이상)액티브","104245","-790","-0.75","104155.51","104795","104835","104245","22822","2387171110","1070387660000","1069364661806","10268000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","117.91","-0.99","-0.83"
"447430","ACE 주주환원가치주액티브","17290","-100","-0.58","17312.10","17190","17420","17190","117872","2039488813","62244000000","62323560131","3600000","FnGuide 올라운드 가치주 지수","1163.20","-40.09","-3.33"
"416090","ACE 중국과창판STAR50","11310","-590","-4.96","12078.27","11830","11880","11165","42802","493836217","14703000000","15701755239","1300000","STAR 50 Index(Price Return)","1388.41","-99.61","-6.69"
"168580","ACE 중국본토CSI300","35480","-245","-0.69","36450.02","35740","36090","34620","13423","480543821","126308800000","129762054383","3560000","CSI 300 Index","4655.90","-54.75","-1.16"
"219900","ACE 중국본토CSI300레버리지(합성)","4760","10","0.21","5014.62","4795","4955","4505","37722","183531155","7616000000","8023396830","1600000","CSI 300 Index","4655.90","-54.75","-1.16"
"272910","ACE 중장기국공채액티브","106725","-360","-0.34","106597.75","106955","106955","106725","218","23288350","70545225000","69608331401","661000","KIS 종합채권국공채1-10Y지수","155.24","-0.83","-0.53"
"0087F0","ACE 차이나AI빅테크TOP2+액티브","10815","-160","-1.46","11072.99","11290","11290","10650","22462","245490529","12978000000","12180288690","1200000","Solactive China AI Big Tech TOP2+ Index (Price Return)","1655.83","-72.32","-4.18"
"371870","ACE 차이나항셍테크","7600","-245","-3.12","7836.54","7830","7830","7600","28512","219526580","14440000000","14889419902","1900000","Hang Seng TECH Index","4876.53","-261.31","-5.09"
"380340","ACE 코리아AI테크핵심산업","18710","-2135","-10.24","18861.21","20275","20275","18710","33076","642127914","9355000000","9430606605","500000","FnGuide 코리아AI테크핵심산업지수 (Price Return)","3760.71","-367.86","-8.91"
"496120","ACE 코리아밸류업","25865","-2140","-7.64","25991.62","27335","27690","25865","11138","299004830","20692000000","20793293229","800000","코리아 밸류업 지수","2601.97","-196.90","-7.03"
"354500","ACE 코스닥150","20185","-1045","-4.92","20201.69","20845","21880","20185","1593404","33387488890","254331000000","254541344985","12600000","코스닥 150","2010.19","-106.41","-5.03"
"305050","ACE 코스피","60500","-5055","-7.71","60616.09","63920","64730","60000","46421","2916414904","33275000000","33338849805","550000","코스피","5791.91","-452.22","-7.24"
"457480","ACE 테슬라밸류체인액티브","21000","-395","-1.85","21286.14","21195","21515","21000","1743015","37172110425","1212750000000","1207988726479","57750000","Bloomberg EV Supporters Plus Tesla Price Return Index","10314.10","-611.87","-5.60"
"469170","ACE 포스코그룹포커스","7290","-570","-7.25","7315.38","7830","7840","7290","2231358","16865994178","110079000000","111559577396","15100000","FnGuide 포스코그룹포커스 지수(시장가격)","3646.76","-286.78","-7.29"
"495710","BNK 26-06 특수채(AAA이상)액티브","51390","5","0.01","51377.56","51390","51390","51390","3","154170","108227340000","108201148511","2106000","KAP 26-06 특수채 총수익 지수(AAA이상)","107.93","0.01","0.01"
"466810","BNK 2차전지양극재","7325","-730","-9.06","7300.41","7840","7965","7305","164176","1267492921","10255000000","10220567571","1400000","iSelect 2차전지양극재 지수","5675.22","-566.69","-9.08"
"457930","BNK 미래전략기술액티브","27950","-1925","-6.44","28073.38","29745","29885","27150","4115","118171650","9782500000","9825681376","350000","iSelect 미래전략기술 지수 (PR)","6397.74","-375.79","-5.55"
"487750","BNK 온디바이스AI","21115","-1925","-8.36","21089.76","23020","23020","21080","36962","816551524","59122000000","59051341424","2800000","FnGuide 온디바이스AI 지수","5692.15","-521.76","-8.40"
"445690","BNK 주주가치액티브","29160","-2110","-6.75","29029.77","30125","30665","28940","4970","147324270","26244000000","26126790122","900000","FnGuide 주주가치 지수","3727.37","-229.84","-5.81"
"0120J0","BNK 카카오그룹포커스","10855","-735","-6.34","10822.29","11435","11595","10800","188409","2136426780","11397750000","11363400051","1050000","FnGuide 카카오그룹 포커스 지수","505.97","-37.53","-6.91"
"486240","DAISHIN343 AI반도체&인프라액티브","21350","-1985","-8.51","21496.13","22505","23405","21050","22781","509806137","64050000000","64488399950","3000000","FnGuide AI반도체&인프라 지수","7810.26","-622.70","-7.38"
"434960","DAISHIN343 K200","87435","-7515","-7.91","87296.95","92935","93545","87435","5857","533926453","61204500000","61107864811","700000","코스피 200","859.40","-73.94","-7.92"
"0098Z0","FOCUS 200","73975","-6590","-8.18","73990.07","78480","79300","73975","167","12903105","51782500000","51793047667","700000","코스피 200","859.40","-73.94","-7.92"
"448570","FOCUS AI코리아액티브","27680","-1495","-5.12","27638.48","28835","29335","27450","4276","121654795","52592000000","52513103358","1900000","코스피","5791.91","-452.22","-7.24"
