종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"475270","ACE 5월만기자동연장회사채AA-이상액티브","10590","5","0.05","10588.34","10590","10590","10585","62","656320","44266200000","44259277329","4180000","KIS 5월 만기자동연장회사채(AA-이상) 총수익지수","119.80","0.01","0.01"
"475280","ACE 8월만기자동연장회사채AA-이상액티브","10580","5","0.05","10578.89","10580","10580","10580","3","31740","73848400000","73840617756","6980000","KAP 8월 만기자동연장회사채(AA-이상) 총수익지수","121.44","0.01","0.01"
"469150","ACE AI반도체TOP3+","47100","3055","6.94","47110.07","46405","48100","45530","2332767","109319860938","435675000000","449901141183","9250000","FnGuide AI반도체 TOP3+ 지수","5904.24","406.35","7.39"
"0079X0","ACE BYD밸류체인액티브","12410","20","0.16","12247.78","13600","13600","12290","3541","43863625","3102500000","3061945503","250000","Bloomberg BYD Plus Top Supply Chain Select Price Return Index","2768.23","40.09","1.47"
"385590","ACE ESG액티브","17415","910","5.51","17574.40","17395","17655","17200","1887","32912242","38313000000","38663678537","2200000","MSCI Korea Country ESG Leaders Custom Capped Price return Index","3356.28","162.85","5.10"
"0010E0","ACE FTSE WGBI Korea","93645","1085","1.17","93681.10","93610","93645","93545","11","1029605","4494960000","4496692728","48000","FTSE Korean Government Bond Index(TR)","199.06","1.76","0.89"
"226380","ACE Fn성장소비주도주","6620","120","1.85","6621.56","6635","6680","6620","100","664580","4634000000","4635092429","700000","FnGuide 성장소비주도 지수","2190.23","36.28","1.68"
"475050","ACE KPOP포커스","11080","200","1.84","11084.08","11410","11410","10960","769984","8584139371","155674000000","156285518499","14050000","iSelect K-POP 포커스지수(시장가격)","2765.93","38.96","1.43"
"411060","ACE KRX금현물","33930","65","0.19","33923.19","33860","33990","33515","2084587","70530260421","5235399000000","5234347470494","154300000","KRX 금현물지수","5686.55","4.44","0.08"
"291130","ACE MSCI멕시코(합성)","18720","120","0.65","18881.70","18895","18915","18710","3147","59026700","16848000000","16993525656","900000","MSCI MEXICO IMI 25/50 Price return Index","13618.17","122.23","0.91"
"256440","ACE MSCI인도네시아(합성)","7610","55","0.73","7512.32","7595","7755","7450","51615","392156809","33484000000","33054205004","4400000","MSCI Indonesia Index","5458.35","39.38","0.73"
"261920","ACE MSCI필리핀(합성)","13577","117","0.87","13322.01","13245","13710","13245","713","9605974","5430800000","5328805801","400000","MSCI Philippines IMI Index","1573.25","34.40","2.24"
"0021D0","ACE TDF2030액티브","11400","270","2.43","11327.24","11420","11430","11255","8516","96967675","17100000000","16990861798","1500000","Bloomberg Multi Asset Target-date 2030 KRW Index","2740.53","-13.90","-0.50"
"0021E0","ACE TDF2050액티브","12615","240","1.94","12449.51","12455","12710","12390","70863","890700508","65598000000","65982386925","5200000","Bloomberg Multi Asset Target-date 2050 KRW Index","3388.62","-41.46","-1.21"
"0139P0","ACE 고배당주","13525","385","2.93","13496.77","13590","13700","13287","229545","3121175311","61538750000","61410283403","4550000","KRX-Akros 고배당주 20 지수","3363.68","78.39","2.39"
"225130","ACE 골드선물 레버리지(합성 H)","73330","1110","1.54","71568.09","72220","73515","71880","6518","474709082","43998000000","42940852731","600000","S&P GSCI GOLD Index Excess Return","315.88","8.32","2.71"
"483340","ACE 구글밸류체인액티브","17310","985","6.03","17320.77","17000","17430","17000","898044","15513504187","171369000000","162815241891","9900000","KEDI 글로벌 AI 클라우드 지수","5802.81","10.11","0.17"
"365780","ACE 국고채10년","85190","880","1.04","85118.18","85000","85245","84855","12127","1031381670","411297320000","402949443043","4828000","KIS 10년 국고채 지수 (총수익)","16137.38","140.13","0.88"
"114460","ACE 국고채3년","101565","590","0.58","101415.29","101450","101565","101390","2488","252475487","12187800000","12169834786","120000","KTB INDEX(시장가격)","10241.49","-7.63","-0.07"
"494340","ACE 글로벌AI맞춤형반도체","12980","420","3.34","13161.47","12930","13025","12850","12580","163260752","9735000000","9871099814","750000","Solactive AI Custom Semiconductor Index(PR)","6079.14","-8.39","-0.14"
"446770","ACE 글로벌반도체TOP4 Plus","57740","2735","4.97","57742.19","57855","58100","56925","245434","14126380973","1021998000000","1010488291820","17700000","Solactive Global Semiconductor TOP4 Plus Price Return Index","10102.82","503.07","5.24"
"435040","ACE 글로벌브랜드TOP10","19530","305","1.59","19389.27","19260","19585","19245","2290","44426912","13671000000","13572489877","700000","Bloomberg Global Select Industry Leaders TOP10 Index(PR)","4729.97","8.54","0.18"
"497510","ACE 글로벌빅파마","12940","-70","-0.54","12948.26","13040","13040","12930","1116","14458915","9058000000","9063782450","700000","Solactive Global Big Pharma Index (Price Return)","2153.88","3.47","0.16"
"460960","ACE 글로벌인컴TOP10","11715","-105","-0.89","11692.45","11740","11955","11660","54333","637896825","87276750000","85939501293","7450000","Solactive Global Superior Income TOP 10 Price Return Index","792.57","0.64","0.08"
"414270","ACE 글로벌자율주행액티브","12820","355","2.85","12691.19","12465","12885","12465","29782","381406257","35896000000","35535340143","2800000","FactSet US-China Electric&Autonomous Vehicle Price Return Index","325.12","2.84","0.88"
"440640","ACE 단기채권알파액티브","111015","25","0.02","111016.39","110995","111015","110995","1991","221008300","68385240000","68386095473","616000","KIS 단기채권알파AA-이상 총수익지수","122.33","0.04","0.03"
"190620","ACE 단기통안채","100780","0","0.00","100788.05","100780","100795","100770","7538","759655554","219901960000","219919530942","2182000","KIS MSB 단기지수(총수익)","13030.83","2.87","0.02"
"494330","ACE 라이프자산주주가치액티브","20650","940","4.77","20733.78","20645","20860","20315","33209","686978567","72275000000","73604918478","3500000","FnGuide 기업가치 지수(시장가격)","2935.19","65.28","2.27"
"265690","ACE 러시아MSCI(합성)","8535","0","0.00","48.09","0","0","0","0","0","15789750000","88968951","1850000","MSCI Russia 25% Capped Price Return Index",,,
"152500","ACE 레버리지","33500","3920","13.25","33371.87","33285","34170","31995","131334","4358992041","43550000000","43383424704","1300000","코스피 200","823.02","47.71","6.15"
"0153P0","ACE 리츠부동산인프라액티브","10290","90","0.88","10310.40","10320","10340","10260","28348","292008892","13891500000","13919034401","1350000","FnGuide 맥쿼리인프라 배당 리츠 지수 (시장가격)","879.80","3.23","0.37"
"483330","ACE 마이크로소프트밸류체인액티브","11545","235","2.08","11512.91","11315","11580","11310","107282","1238768335","15008500000","14966777482","1300000","KEDI 글로벌생성형AI 지수","3607.12","-45.67","-1.25"
"487340","ACE 머니마켓액티브","104140","10","0.01","104123.90","104130","104140","104130","8539","889215186","720752940000","733136394989","6921000","MK-KAP 머니마켓 총수익지수","119.52","0.01","0.01"
"0085P0","ACE 미국10년국채액티브","10850","-110","-1.00","10847.96","10870","10920","10845","162446","1766672548","94395000000","88953247790","8700000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","115.62","-0.37","-0.32"
"0085N0","ACE 미국10년국채액티브(H)","10165","55","0.54","10166.97","10170","10180","10160","48073","488873769","121980000000","122003659978","12000000","ICE U.S. Treasury 7-10 Year Bond Index (Total Return)","115.62","-0.37","-0.32"
"452250","ACE 미국30년국채선물레버리지(합성 H)","5520","145","2.70","5567.57","5520","5545","5505","193992","1073022550","58512000000","59016251466","10600000","S&P Ultra T-Bond Futures Index(ER)","111.68","-0.56","-0.50"
"476760","ACE 미국30년국채액티브","10265","-35","-0.34","10279.86","10290","10325","10265","613781","6313864658","318215000000","308395946937","31000000","Bloomberg U.S Treasury 20+ Year Total Return Index","601.52","-6.24","-1.03"
"453850","ACE 미국30년국채액티브(H)","7765","110","1.44","7778.84","7765","7780","7750","2171565","16865290830","1871365000000","1814804501308","241000000","Bloomberg U.S Treasury 20+ Year Total Return Index","601.52","-6.24","-1.03"
"476750","ACE 미국30년국채엔화노출액티브(H)","8750","20","0.23","8755.43","8740","8785","8735","121397","1062300680","96250000000","85803174860","11000000","Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged","113.53","0.98","0.88"
"480030","ACE 미국500데일리타겟커버드콜(합성)","10610","100","0.95","10623.45","10605","10650","10555","99262","1052549127","152784000000","152977705274","14400000","Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index","1085.05","-1.67","-0.15"
"0118Z0","ACE 미국AI테크핵심산업액티브","8125","465","6.07","8123.06","7985","8190","7985","407314","3306605723","121875000000","118596698962","15000000","Akros U.S. AI Innovator Price Return Index","16919.00","-45.41","-0.27"
"280320","ACE 미국IT인터넷(합성 H)","18830","330","1.78","18736.92","18840","18840","18535","63","1171635","15064000000","14989532471","800000","다우존스 인터넷 종합지수","1125.22","-6.45","-0.57"
"360200","ACE 미국S&P500","25020","125","0.50","25049.28","24945","25115","24905","562914","14088602847","3330162000000","3316524583190","133100000","S&P 500","6781.48","-14.51","-0.21"
"438080","ACE 미국S&P500미국채혼합50액티브","13945","-50","-0.36","13940.99","13995","14010","13890","403792","5636336514","909214000000","903376034609","65200000","S&P 500 and Short-Term Treasury 50/50 Blend Index","274.85","-0.28","-0.10"
"0155M0","ACE 미국SMR원자력TOP10","8750","365","4.35","8813.09","8720","8850","8695","121403","1065401302","34125000000","33489742476","3900000","Solactive US SMR Nuclear TOP 10 Index (Price Return)","5406.38","36.23","0.67"
"309230","ACE 미국WideMoat동일가중","30420","-155","-0.51","30652.55","31490","31490","30380","16918","517514685","137498400000","137323431694","4520000","MorningStar Wide Moat Focus Index","15541.35","-167.90","-1.07"
"367380","ACE 미국나스닥100","27925","280","1.01","27954.49","27845","28040","27800","543447","15182401300","2725480000000","2719971521130","97600000","NASDAQ 100","24956.47","-10.78","-0.04"
"438100","ACE 미국나스닥100미국채혼합50액티브","14755","0","0.00","14747.24","14755","14835","14670","343899","5080554251","600528500000","600212533925","40700000","NASDAQ-100 US T-Bills 50/50 Index","1912.52","-0.31","-0.02"
"456880","ACE 미국달러SOFR금리(합성)","12700","-215","-1.66","12693.43","12710","12785","12685","198334","2522031629","352298000000","352115845255","27740000","Solactive SOFR Daily Total Return Index","1235.11","0.12","0.01"
"440650","ACE 미국달러단기채권액티브","12155","-220","-1.78","12160.95","12170","12235","12150","119986","1460716847","42542500000","42563310627","3500000","Bloomberg Short-Term Treasury Total Return Index","150.73","0.02","0.01"
"0127M0","ACE 미국대형가치주액티브","10920","-65","-0.59","10895.62","11450","11450","10840","156766","1713450212","126126000000","122030907213","11550000","CRSP US Large Cap Value Index(PR)","3409.11","0.00","0.00"
"0127P0","ACE 미국대형성장주액티브","9745","160","1.67","9736.13","9720","10200","9660","264257","2587307295","637810250000","620678200146","65450000","CRSP US Large Cap Growth Index(PR)","6328.44","0.00","0.00"
"480040","ACE 미국반도체데일리타겟커버드콜(합성)","13590","590","4.54","13627.03","13385","13640","13305","84271","1138493075","103284000000","103565420188","7600000","Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index","1745.11","14.94","0.86"
"402970","ACE 미국배당다우존스","14695","-95","-0.64","14692.41","14655","14740","14655","384045","5651265068","765609500000","765474505285","52100000","Dow Jones U.S. Dividend 100 Price Return Index","6515.78","-27.14","-0.41"
"0046Y0","ACE 미국배당퀄리티","12260","160","1.32","12274.99","12240","12300","12110","18240","222684391","50879000000","50941190002","4150000","WisdomTree U.S. Quality Dividend Growth Index (Price Return)","765.29","-2.64","-0.34"
"0049M0","ACE 미국배당퀄리티+커버드콜액티브","11470","45","0.39","11494.12","11475","11550","11445","26012","299189124","83157500000","82182978194","7250000","Bloomberg WisdomTree U.S. Quality Dividend & B500 Premium Decrement 50:50 Index","1257.50","-3.13","-0.25"
"0049K0","ACE 미국배당퀄리티채권혼합50","11040","0","0.00","11038.46","11340","11340","11035","29651","329616743","19872000000","19869223864","1800000","Bloomberg WisdomTree U.S. Quality Dividend & Short Term KRW Bonds 50:50 TR Index","1963.10","-9.74","-0.49"
"181480","ACE 미국부동산리츠(합성 H)","83475","1755","2.15","83199.93","83080","83655","83020","226","18815475","10017000000","9983991492","120000","Dow Jones U.S. Real Estate Index","1886.91","-1.43","-0.08"
"480020","ACE 미국빅테크7+데일리타겟커버드콜(합성)","12075","180","1.51","12077.72","12150","12205","12065","82372","996260678","175087500000","175126965100","14500000","Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index","1876.79","7.41","0.40"
"465580","ACE 미국빅테크TOP7 Plus","21980","365","1.69","21996.73","21830","22050","21830","213532","4692173180","980308000000","967856024893","44600000","Solactive US Big Tech Top 7 Plus Price Return Index","34115.34","47.74","0.14"
"465610","ACE 미국빅테크TOP7 Plus레버리지(합성)","36510","1210","3.43","36618.51","36600","36825","35310","20745","758230722","116832000000","117179224104","3200000","Solactive US Big Tech Top 7 Plus Price Return Index","34115.34","47.74","0.14"
"465620","ACE 미국빅테크TOP7 Plus인버스(합성)","7380","-120","-1.60","7382.44","7390","7425","7280","6163","45203160","1845000000","1845609005","250000","Solactive US Big Tech Top 7 Plus Price Return Index","34115.34","47.74","0.14"
"473590","ACE 미국주식베스트셀러","19540","435","2.28","19600.18","19350","19575","19350","38481","750763298","59597000000","59780540575","3050000","FnGuide 미국 주식 베스트셀러 지수(시장가격지수)","9695.07","0.00","0.00"
"0008E0","ACE 미국중심중소형제조업","13020","450","3.58","12956.56","12945","13080","12770","6114","79725337","11067000000","11013076908","850000","NYSE FactSet US Focus Manufacturing Index(Price Return)","335.27","-3.00","-0.89"
"391600","ACE 미국친환경그린테마","11695","290","2.54","11685.60","11740","11740","11545","462","5400365","8186500000","8179920827","700000","Indxx US Green Infrastructure Price return Index","3410.49","32.03","0.95"
"455660","ACE 미국하이일드액티브(H)","9645","85","0.89","9643.67","9645","9645","9625","38230","368570816","53047500000","53040212116","5500000","Markit iBoxx USD Liquid High Yield Total Return Index","395.55","0.87","0.22"
"245710","ACE 베트남VN30(합성)","28885","95","0.33","28167.68","29860","29915","28105","154771","4483406995","297515500000","290127123717","10300000","VN30 Index(PR)","1836.96","56.25","3.16"
"131890","ACE 삼성그룹동일가중","31600","760","2.46","31606.50","32270","32270","31250","587","18591920","12640000000","12642601011","400000","MKF SAMs EW 지수","31186.67","613.73","2.01"
"108450","ACE 삼성그룹섹터가중","29830","770","2.65","29961.27","30390","30390","29405","19466","582378766","83524000000","83891560972","2800000","MKF SAMs SW","29527.47","1014.16","3.56"
"316300","ACE 싱가포르리츠","14215","305","2.19","14042.97","14325","14325","14085","798","11300155","7107500000","7021484780","500000","Morningstar Singapore REIT Yield Focus Index(PR)","1247.51","11.94","0.97"
"277540","ACE 아시아TOP50","27025","860","3.29","26450.79","26725","27100","26185","10601","284772210","21620000000","21160635334","800000","S&P ASIA50 Price Return Index","7721.93","245.00","3.28"
"483420","ACE 애플밸류체인액티브","16845","745","4.63","16763.99","17030","17030","16640","14618","246184223","25267500000","25145986809","1500000","Bloomberg Top 30 Supply Chain Plus Apple Price Return Index","3815.75","98.77","2.66"
"483320","ACE 엔비디아밸류체인액티브","17285","860","5.24","17309.33","17135","17385","16915","911617","15765484096","195320500000","195595387763","11300000","KEDI 글로벌AI반도체 지수","7838.92","43.62","0.56"
"448540","ACE 엔비디아채권혼합","25105","260","1.05","25144.24","24870","25130","24870","61416","1540894379","235987000000","236355865377","9400000","Bloomberg Blended NVIDIA Equity and Korean Bond Index","9535.37","33.02","0.35"
"0099L0","ACE 우량회사채(AA-이상)액티브","98905","-5","-0.01","99034.09","98910","98920","98860","872","86225885","143016630000","143203298698","1446000","KIS 1~3년 우량크레딧(AA-이상) 총수익지수","117.54","0.25","0.21"
"433500","ACE 원자력TOP10","64895","3720","6.08","64954.40","65310","66775","63650","365754","23907279842","279048500000","285799358106","4300000","DeepSearch 원자력 TOP 10지수","6558.42","351.50","5.66"
"0102X0","ACE 유럽방산TOP10","11120","40","0.36","11177.45","11080","11195","11080","47699","531079138","11120000000","11177454512","1000000","NYSE FactSet Europe Defense TOP10 Index (Price Return)","746.90","12.40","1.69"
"487920","ACE 인도시장대표BIG5그룹액티브","8360","5","0.06","8276.48","8585","8585","8305","15353","128027310","9196000000","9104129281","1100000","Indxx India Big 5 Conglomerates Index (Price Return)","4424.78","58.84","1.35"
"487910","ACE 인도컨슈머파워액티브","9120","75","0.83","8953.39","9370","9370","8930","46184","415833708","11856000000","11639406197","1300000","Indxx India Super Consumption Index (Price Return)","3366.63","71.86","2.18"
"145670","ACE 인버스","2125","-130","-5.76","2122.38","2090","2170","2060","320491","677347182","4675000000","4669242936","2200000","코스피 200 선물지수","4050.00","251.40","6.62"
"497520","ACE 일라이릴리밸류체인","12280","0","0.00","12302.59","12410","12410","12260","1548","19023685","8596000000","8611810245","700000","Solactive Eli Lilly Value Chain Index(PR)","3113.87","32.57","1.06"
"238720","ACE 일본Nikkei225(H)","39145","1175","3.09","37825.28","38820","39280","38400","13235","514720808","35230500000","34042753696","900000","Nikkei 225","54248.39","1519.67","2.88"
"196030","ACE 일본TOPIX레버리지(H)","72615","5265","7.82","69043.28","71630","73270","70995","2363","169430515","36307500000","34521641977","500000","TOPIX","3664.28","88.44","2.47"
"205720","ACE 일본TOPIX인버스(합성 H)","1684","-55","-3.16","1734.11","1686","1703","1676","6106","10307458","5052000000","5202316030","3000000","TOPIX","3664.28","88.44","2.47"
"469160","ACE 일본반도체","20410","590","2.98","19893.21","20910","21410","19850","63844","1296482536","14287000000","13925247397","700000","Bloomberg Japan Semiconductor Select Top 25 Index(Price Return)","5817.92","270.72","4.88"
"0021C0","ACE 장기자산배분액티브","13495","445","3.41","13302.38","13350","13535","13345","1765","23821335","13495000000","13302382507","1000000","Bloomberg Multi Asset Target-date 2080 KRW Index","3995.20","-70.50","-1.73"
"356540","ACE 종합채권(AA-이상)액티브","104310","620","0.60","104318.95","104325","104405","104125","2231","232518895","1053322380000","1045797424151","10098000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","118.13","0.64","0.54"
"447430","ACE 주주환원가치주액티브","16355","295","1.84","16333.05","16580","16580","16205","38039","619597532","58878000000","58798987568","3600000","FnGuide 올라운드 가치주 지수","1106.83","22.89","2.11"
"416090","ACE 중국과창판STAR50","11570","320","2.84","11512.21","11255","11660","10900","44235","506324040","15041000000","14965871454","1300000","STAR 50 Index(Price Return)","1420.54","30.06","2.16"
"168580","ACE 중국본토CSI300","35865","230","0.65","35713.09","35815","36000","35290","31454","1129289143","127679400000","127138598732","3560000","CSI 300 Index","4674.76","59.30","1.28"
"219900","ACE 중국본토CSI300레버리지(합성)","4825","25","0.52","4817.43","4800","4845","4725","1885","8973375","7720000000","7707895193","1600000","CSI 300 Index","4674.76","59.30","1.28"
"272910","ACE 중장기국공채액티브","106595","810","0.77","106435.00","106515","106595","106435","36","3833795","70246105000","69714925557","659000","KIS 종합채권국공채1-10Y지수","155.03","0.67","0.43"
"0087F0","ACE 차이나AI빅테크TOP2+액티브","11170","355","3.28","10745.44","11135","11200","10815","3609","39725630","12287000000","11819983694","1100000","Solactive China AI Big Tech TOP2+ Index (Price Return)","1692.59","37.21","2.25"
"371870","ACE 차이나항셍테크","7880","150","1.94","7756.57","7670","7885","7670","9386","73327583","14972000000","14737489262","1900000","Hang Seng TECH Index","5060.53","228.17","4.72"
"380340","ACE 코리아AI테크핵심산업","18150","1065","6.23","18078.08","18115","18275","17700","8873","159685974","9075000000","9039041387","500000","FnGuide 코리아AI테크핵심산업지수 (Price Return)","3603.71","170.07","4.95"
"496120","ACE 코리아밸류업","25100","1510","6.40","25030.25","24985","25320","24530","12218","304756525","20080000000","20024199855","800000","코리아 밸류업 지수","2505.10","149.04","6.33"
"354500","ACE 코스닥150","20170","325","1.64","20289.11","20995","21000","20000","1066752","21758175358","264227000000","263758393786","13100000","코스닥 150","2018.97","37.72","1.90"
"305050","ACE 코스피","57870","2995","5.46","57906.53","58200","58505","56790","10047","580239802","34722000000","34743919792","600000","코스피","5532.59","280.72","5.35"
"457480","ACE 테슬라밸류체인액티브","20890","535","2.63","20891.33","20690","21045","20685","1436005","29997630989","1167751000000","1154245916366","55900000","Bloomberg EV Supporters Plus Tesla Price Return Index","10490.18","147.78","1.43"
"469170","ACE 포스코그룹포커스","7110","110","1.57","7092.14","7135","7230","6975","783399","5555763259","123003000000","123048601467","17300000","FnGuide 포스코그룹포커스 지수(시장가격)","3536.35","56.41","1.62"
"495710","BNK 26-06 특수채(AAA이상)액티브","51410","15","0.03","51402.46","51410","51410","51410","2","102820","108269460000","108253574649","2106000","KAP 26-06 특수채 총수익 지수(AAA이상)","107.98","0.01","0.01"
"466810","BNK 2차전지양극재","6985","100","1.45","7007.66","7215","7215","6870","52493","369427100","10128250000","10161112242","1450000","iSelect 2차전지양극재 지수","5447.39","114.02","2.14"
"457930","BNK 미래전략기술액티브","27485","1290","4.92","27399.62","26980","27815","26885","684","18688265","8245500000","8219886924","300000","iSelect 미래전략기술 지수 (PR)","6243.49","293.84","4.94"
"487750","BNK 온디바이스AI","21085","1635","8.41","21096.91","20120","21320","20120","16437","344853920","59038000000","59071349698","2800000","FnGuide 온디바이스AI 지수","5694.84","417.93","7.92"
"445690","BNK 주주가치액티브","27540","1230","4.68","27444.82","27280","27540","27045","2002","54747945","22032000000","21955857776","800000","FnGuide 주주가치 지수","3473.50","110.00","3.27"
"0120J0","BNK 카카오그룹포커스","10295","220","2.18","10333.39","10565","10565","10225","55284","575481551","11324500000","11366726429","1100000","FnGuide 카카오그룹 포커스 지수","482.81","9.19","1.94"
"486240","DAISHIN343 AI반도체&인프라액티브","21460","1390","6.93","21450.86","21910","21910","21000","12880","276422689","64380000000","66497656109","3000000","FnGuide AI반도체&인프라 지수","7734.65","446.97","6.13"
"434960","DAISHIN343 K200","83715","4810","6.10","83649.19","83475","84880","82305","2272","191380150","58600500000","58554436482","700000","코스피 200","823.02","47.71","6.15"
"0098Z0","FOCUS 200","71095","4605","6.93","70882.39","70155","71710","70000","2177","154771730","49766500000","49617674226","700000","코스피 200","823.02","47.71","6.15"
"448570","FOCUS AI코리아액티브","25845","1160","4.70","25840.80","26035","26165","25400","3081","79295720","47813250000","47805481985","1850000","코스피","5532.59","280.72","5.35"
"285690","FOCUS ESG리더스","18905","615","3.36","18870.79","18850","19000","18820","38","715575","11343000000","11322471496","600000","KRX ESG Leaders 150","2884.51","79.11","2.82"
"0073X0","FOCUS 알리바바미국채커버드콜혼합","10860","-30","-0.28","10829.17","10740","10895","10740","1586","17142815","10317000000","10287714208","950000","KEDI 알리바바미국채커버드콜혼합지수(TR)","1177.54","4.69","0.40"
"293180","HANARO 200","83165","4775","6.09","83139.68","82575","84215","81285","166614","13853247195","519781250000","515466034434","6250000","코스피 200","823.02","47.71","6.15"
"407310","HANARO 200 TOP10","15960","835","5.52","15927.33","15885","16085","15650","4555","72084814","23142000000","23094631531","1450000","코스피 200 Top 10 지수","2460.55","113.16","4.82"
